VDC/MUNICIPALITY,NO_DISABILITY_BOTH_SEX,NO_DISABILITY_MALE,NO_DISABILITY_FEMALE,PHYSICAL_BOTH_SEX,PHYSICAL_MALE,PHYSICAL_FEMALE,BLINDNESS_LOW_VISION_BOTH_SEX,BLINDNESS_LOW_VISION_MALE,BLINDNESS_LOW_VISION_FEMALE,DEAF_HEARING_BOTH_SEX,DEAF_HEARING_MALE,DEAF_HEARING_FEMALE,DEAF_BLIND_BOTH_SEX,DEAF_BLIND_MALE,DEAF_BLIND_FEMALE,SPEECH_PROBLEM_BOTH_SEX,SPEECH_PROBLEM_MALE,SPEECH_PROBLEM_FEMALE,MENTAL_DISABILITY_BOTH_SEX,MENTAL_DISABILITY_MALE,MENTAL_DISABILITY_FEMALE,INTELLECTUAL_DISABILITY_BOTH_SEX,INTELLECTUAL_DISABILITY_MALE,INTELLECTUAL_DISABILITY_FEMALE,MULTIPLE_DISABILITY_BOTH_SEX,MULTIPLE_DISABILITY_MALE,MULTIPLE_DISABILITY_FEMALE
ARMAN,4017,1697,2320,30,18,12,16,8,8,55,29,26,4,2,2,35,18,17,4,1,3,16,4,12,12,6,6
ARTHUNGE,11433,5403,6030,121,70,51,35,20,15,51,28,23,2,2,0,44,24,20,12,5,7,15,5,10,25,16,9
BABIYACHAUR,3252,1421,1831,38,24,14,11,6,5,30,14,16,2,1,1,25,14,11,1,0,1,3,1,2,40,27,13
BEGKHOLA,1435,632,803,11,7,4,6,2,4,35,22,13,0,0,0,28,10,18,3,1,2,1,1,0,3,3,0
BARANJA,4679,2031,2648,65,36,29,36,14,22,82,40,42,3,0,3,57,29,28,9,5,4,10,5,5,36,25,11
BHAKIMLI,3072,1285,1787,53,28,25,25,10,15,42,17,25,5,2,3,20,9,11,5,3,2,3,0,3,9,3,6
BIM,1789,809,980,17,8,9,4,2,2,22,11,11,0,0,0,13,7,6,3,1,2,0,0,0,8,4,4
CHIMKHOLA,1229,537,692,27,15,12,20,9,11,18,10,8,1,1,0,8,4,4,12,4,8,2,1,1,0,0,0
DAGNAM,1016,437,579,30,15,15,6,2,4,13,8,5,4,1,3,5,2,3,9,5,4,0,0,0,6,3,3
DANA,1679,791,888,40,18,22,29,17,12,94,42,52,3,2,1,13,8,5,3,1,2,6,4,2,6,2,4
DARWANG,3585,1637,1948,1,1,0,2,2,0,1,0,1,0,0,0,1,1,0,2,1,1,0,0,0,3,3,0
DEVISTHAN,3424,1499,1925,32,22,10,23,9,14,28,15,13,0,0,0,14,8,6,8,5,3,3,0,3,5,3,2
GHATAN,4087,1768,2319,69,42,27,31,14,17,67,37,30,4,3,1,36,20,16,10,6,4,5,3,2,18,10,8
DOWA,934,408,526,16,11,5,17,10,7,59,27,32,11,3,8,5,2,3,9,6,3,0,0,0,12,5,7
GURJA KHANI,828,370,458,24,16,8,14,8,6,27,11,16,1,1,0,25,8,17,3,3,0,2,2,0,40,24,16
HISTHAN MANDALI,1623,713,910,7,5,2,3,1,2,17,12,5,4,0,4,3,1,2,7,2,5,3,1,2,8,3,5
JHIN,959,386,573,19,12,7,40,16,24,67,30,37,11,2,9,21,8,13,1,1,0,3,3,0,10,5,5
JYAMRUNGKOT,3369,1471,1898,70,38,32,22,13,9,35,16,19,1,1,0,30,14,16,7,3,4,9,6,3,6,4,2
KUHUN,2954,1270,1684,99,47,52,37,12,25,130,57,73,1,0,1,36,20,16,14,7,7,23,14,9,87,46,41
KUINEMANGALE,1085,514,571,17,10,7,6,3,3,8,3,5,0,0,0,3,2,1,2,0,2,3,1,2,20,12,8
LULANG,1362,617,745,39,19,20,35,17,18,27,10,17,1,0,1,12,4,8,2,2,0,2,1,1,4,3,1
MALKWANG,1229,563,666,12,8,4,5,2,3,9,2,7,1,0,1,0,0,0,3,0,3,3,3,0,5,4,1
MARANG,1675,745,930,26,15,11,19,9,10,37,19,18,0,0,0,7,1,6,4,1,3,1,0,1,18,9,9
MUDI,2322,1079,1243,32,15,17,9,7,2,49,23,26,1,1,0,19,6,13,7,5,2,3,1,2,61,37,24
MUNA,2263,983,1280,23,16,7,7,1,6,22,9,13,0,0,0,7,0,7,5,3,2,2,1,1,16,10,6
NARCHYANG,1513,700,813,20,9,11,7,3,4,50,27,23,1,0,1,6,2,4,4,4,0,6,5,1,19,8,11
NISKOT,2115,951,1164,28,12,16,9,6,3,14,8,6,5,3,2,10,6,4,5,0,5,1,0,1,14,8,6
OKHARBOT,2268,983,1285,18,12,6,12,6,6,15,10,5,0,0,0,8,3,5,2,0,2,4,2,2,9,4,5
PAKHAPANI,2122,888,1234,43,26,17,20,11,9,36,17,19,0,0,0,19,9,10,10,5,5,3,2,1,5,3,2
PATLEKHET,1679,716,963,26,16,10,9,4,5,14,7,7,1,0,1,8,5,3,6,3,3,5,1,4,5,1,4
PULACHAUR,3161,1344,1817,65,34,31,31,18,13,23,14,9,4,3,1,22,12,10,2,0,2,2,2,0,8,1,7
RAKHU BHAGAWATI,3120,1347,1773,45,25,20,29,10,19,103,43,60,3,1,2,35,22,13,6,3,3,4,3,1,11,7,4
RAKHUPIPLE,3673,1580,2093,71,39,32,32,16,16,63,32,31,2,2,0,28,17,11,7,2,5,17,9,8,43,22,21
RAMCHE,1521,667,854,46,28,18,5,1,4,13,9,4,1,0,1,3,0,3,7,3,4,0,0,0,4,0,4
