VDC/MUNICIPALITY,BEGINNER_BOTH_SEX,BEGINNER_MALE,BEGINNER_FEMALE,PRIMARY_1_5_BOTH_SEX,PRIMARY_1_5_MALE,PRIMARY_1_5_FEMALE,LOWER_SECONDARY_6_8_BOTH_SEX,LOWER_SECONDARY_6_8_MALE,LOWER_SECONDARY_6_8_FEMALE,SECONDARY_9_10_BOTH_SEX,SECONDARY_9_10_MALE,SECONDARY_9_10_FEMALE,SLC_AND_EQUIVALENT_BOTH_SEX,SLC_AND_EQUIVALENT_MALE,SLC_AND_EQUIVALENT_FEMALE,INTERMEDIATE_BOTH_SEX,INTERMEDIATE_MALE,INTERMEDIATE_FEMALE,GRADUATE_BOTH_SEX,GRADUATE_MALE,GRADUATE_FEMALE,POST_GRADUATE_AND_ABOVE_BOTH_SEX,POST_GRADUATE_AND_ABOVE_MALE,POST_GRADUATE_AND_ABOVE_FEMALE,OTHERS_BOTH_SEX,OTHERS_MALE,OTHERS_FEMALE,NON_FORMAL_BOTH_SEX,NON_FORMAL_MALE,NON_FORMAL_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE
AANPTAR,165,80,85,1374,742,632,588,289,299,230,111,119,195,102,93,64,38,26,8,6,2,1,1,0,1,0,1,98,48,50,4,2,2
BALAMTA,19,8,11,733,378,355,357,181,176,134,73,61,118,59,59,43,27,16,13,10,3,5,4,1,0,0,0,11,2,9,1,1,0
BARAHA,95,43,52,961,526,435,362,191,171,126,63,63,78,52,26,38,16,22,12,9,3,0,0,0,3,1,2,0,0,0,3,2,1
BARRE,65,32,33,1191,639,552,654,338,316,217,114,103,260,148,112,61,37,24,20,17,3,0,0,0,2,0,2,12,3,9,3,0,3
BANSBOTE,36,19,17,621,330,291,302,142,160,201,108,93,5,2,3,27,16,11,11,8,3,1,1,0,0,0,0,59,47,12,1,0,1
BASHAHA,193,107,86,2530,1305,1225,1588,722,866,717,331,386,778,399,379,279,107,172,35,32,3,16,13,3,7,5,2,442,176,266,46,23,23
BELTAR,358,187,171,3609,1883,1726,2016,1014,1002,1506,716,790,1103,524,579,570,252,318,80,53,27,36,36,0,4,1,3,244,92,152,14,3,11
BHUTTAR,74,37,37,812,455,357,428,223,205,189,94,95,224,119,105,55,22,33,22,17,5,4,3,1,2,1,1,112,48,64,9,5,4
CHAUDANDI,46,21,25,1361,739,622,460,239,221,254,134,120,112,55,57,59,31,28,4,3,1,2,2,0,3,2,1,7,5,2,8,3,5
DUMRE,54,26,28,591,327,264,355,180,175,117,54,63,175,83,92,31,12,19,14,9,5,0,0,0,1,0,1,188,101,87,0,0,0
