VDC/MUNICIPALITY,NO_DISABILITY_BOTH_SEX,NO_DISABILITY_MALE,NO_DISABILITY_FEMALE,PHYSICAL_BOTH_SEX,PHYSICAL_MALE,PHYSICAL_FEMALE,BLINDNESS_LOW_VISION_BOTH_SEX,BLINDNESS_LOW_VISION_MALE,BLINDNESS_LOW_VISION_FEMALE,DEAF_HEARING_BOTH_SEX,DEAF_HEARING_MALE,DEAF_HEARING_FEMALE,DEAF_BLIND_BOTH_SEX,DEAF_BLIND_MALE,DEAF_BLIND_FEMALE,SPEECH_PROBLEM_BOTH_SEX,SPEECH_PROBLEM_MALE,SPEECH_PROBLEM_FEMALE,MENTAL_DISABILITY_BOTH_SEX,MENTAL_DISABILITY_MALE,MENTAL_DISABILITY_FEMALE,INTELLECTUAL_DISABILITY_BOTH_SEX,INTELLECTUAL_DISABILITY_MALE,INTELLECTUAL_DISABILITY_FEMALE,MULTIPLE_DISABILITY_BOTH_SEX,MULTIPLE_DISABILITY_MALE,MULTIPLE_DISABILITY_FEMALE
EKAMBA,8731,4069,4662,62,40,22,14,9,5,16,4,12,1,1,0,18,13,5,6,3,3,2,2,0,11,8,3
AMADUWA,9069,4610,4459,54,33,21,21,12,9,12,6,6,2,1,1,19,13,6,18,10,8,5,5,0,16,9,7
AMAHIBELAHA,7038,3530,3508,44,26,18,19,15,4,9,6,3,6,4,2,22,10,12,7,4,3,0,0,0,10,4,6
AURABANI,7778,3789,3989,44,25,19,39,18,21,18,6,12,1,0,1,22,11,11,10,5,5,9,4,5,17,11,6
BABIYA,8452,4168,4284,29,22,7,13,8,5,2,1,1,0,0,0,15,11,4,6,4,2,1,1,0,8,5,3
BAKALAURI,13685,6348,7337,72,36,36,23,14,9,33,12,21,4,3,1,40,18,22,18,11,7,10,6,4,18,11,7
BARAHACHHETRA,12200,5621,6579,92,57,35,35,23,12,59,31,28,6,3,3,54,25,29,16,9,7,7,2,5,30,10,20
BASANTAPUR,5620,2885,2735,24,15,9,10,7,3,5,4,1,0,0,0,20,8,12,11,3,8,6,5,1,9,5,4
BHADGAUN SINAWARI,17100,7982,9118,74,46,28,22,7,15,18,9,9,3,2,1,26,11,15,14,5,9,4,2,2,7,5,2
BHALUWA,4197,2081,2116,45,27,18,19,7,12,11,4,7,0,0,0,15,5,10,6,3,3,4,1,3,3,2,1
BHARAUL,19136,8763,10373,110,66,44,55,36,19,42,23,19,2,1,1,46,24,22,36,18,18,9,4,5,30,12,18
