VDC/MUNICIPALITY,NO_DISABILITY_BOTH_SEX,NO_DISABILITY_MALE,NO_DISABILITY_FEMALE,PHYSICAL_BOTH_SEX,PHYSICAL_MALE,PHYSICAL_FEMALE,BLINDNESS_LOW_VISION_BOTH_SEX,BLINDNESS_LOW_VISION_MALE,BLINDNESS_LOW_VISION_FEMALE,DEAF_HEARING_BOTH_SEX,DEAF_HEARING_MALE,DEAF_HEARING_FEMALE,DEAF_BLIND_BOTH_SEX,DEAF_BLIND_MALE,DEAF_BLIND_FEMALE,SPEECH_PROBLEM_BOTH_SEX,SPEECH_PROBLEM_MALE,SPEECH_PROBLEM_FEMALE,MENTAL_DISABILITY_BOTH_SEX,MENTAL_DISABILITY_MALE,MENTAL_DISABILITY_FEMALE,INTELLECTUAL_DISABILITY_BOTH_SEX,INTELLECTUAL_DISABILITY_MALE,INTELLECTUAL_DISABILITY_FEMALE,MULTIPLE_DISABILITY_BOTH_SEX,MULTIPLE_DISABILITY_MALE,MULTIPLE_DISABILITY_FEMALE
ANDHERI NARAYANSTHAN,2358,1037,1321,10,4,6,5,2,3,7,3,4,0,0,0,4,4,0,4,2,2,0,0,0,2,1,1
BAKSA,2107,927,1180,24,11,13,10,2,8,14,7,7,1,0,1,11,3,8,6,1,5,0,0,0,4,3,1
BALAKHU,3868,1820,2048,51,37,14,13,9,4,11,6,5,0,0,0,23,12,11,3,1,2,3,1,2,15,8,7
BARNALU,2745,1236,1509,34,14,20,23,15,8,12,6,6,0,0,0,14,8,6,8,1,7,1,0,1,9,3,6
BARUNESHWOR,3342,1550,1792,12,5,7,10,5,5,6,6,0,0,0,0,8,6,2,5,2,3,1,1,0,4,1,3
BETINI,1937,854,1083,54,19,35,42,19,23,23,13,10,23,9,14,3,2,1,1,1,0,1,1,0,22,13,9
BHADAURE,2932,1322,1610,22,14,8,12,9,3,12,3,9,1,1,0,12,7,5,3,1,2,3,2,1,2,0,2
BHUSSINGA,1575,787,788,2,1,1,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1
BIGUTAR,2103,975,1128,26,14,12,9,2,7,4,3,1,0,0,0,3,0,3,5,2,3,0,0,0,7,3,4
BILANDU,2283,1064,1219,10,4,6,4,3,1,3,2,1,0,0,0,4,3,1,1,1,0,4,1,3,2,2,0
CHYANAM,2717,1227,1490,21,11,10,9,5,4,3,0,3,0,0,0,7,2,5,3,3,0,1,1,0,2,1,1
DIYALE,2211,1011,1200,4,3,1,0,0,0,5,0,5,1,0,1,8,7,1,2,2,0,2,1,1,3,3,0
FEDIGUTH,3537,1643,1894,49,30,19,22,13,9,9,4,5,1,0,1,9,6,3,6,4,2,1,0,1,3,2,1
FULBARI,3482,1585,1897,36,21,15,5,3,2,2,2,0,0,0,0,10,4,6,4,1,3,0,0,0,5,3,2
GAMNANGTAR,2888,1360,1528,24,17,7,9,4,5,5,2,3,0,0,0,8,5,3,3,0,3,1,1,0,5,3,2
HARKAPUR,2503,1130,1373,33,23,10,14,7,7,15,13,2,2,2,0,5,3,2,3,0,3,1,0,1,2,0,2
JANTARKHANI,1723,738,985,24,10,14,2,0,2,3,1,2,0,0,0,3,1,2,2,1,1,1,1,0,4,3,1
JYAMIRE,2088,893,1195,20,12,8,7,5,2,1,0,1,4,1,3,3,2,1,1,0,1,1,1,0,1,1,0
KALIKADEVI,1979,894,1085,33,15,18,4,1,3,3,2,1,5,1,4,3,1,2,3,2,1,3,1,2,3,2,1
KHIGIKATI,1603,726,877,7,5,2,5,2,3,2,0,2,1,1,0,5,2,3,3,2,1,1,1,0,1,1,0
KATUNJE,4142,1953,2189,44,25,19,12,6,6,9,5,4,0,0,0,9,3,6,3,2,1,2,2,0,8,6,2
