VDC/MUNICIPALITY,BEGINNER_BOTH_SEX,BEGINNER_MALE,BEGINNER_FEMALE,PRIMARY_1_5_BOTH_SEX,PRIMARY_1_5_MALE,PRIMARY_1_5_FEMALE,LOWER_SECONDARY_6_8_BOTH_SEX,LOWER_SECONDARY_6_8_MALE,LOWER_SECONDARY_6_8_FEMALE,SECONDARY_9_10_BOTH_SEX,SECONDARY_9_10_MALE,SECONDARY_9_10_FEMALE,SLC_AND_EQUIVALENT_BOTH_SEX,SLC_AND_EQUIVALENT_MALE,SLC_AND_EQUIVALENT_FEMALE,INTERMEDIATE_BOTH_SEX,INTERMEDIATE_MALE,INTERMEDIATE_FEMALE,GRADUATE_BOTH_SEX,GRADUATE_MALE,GRADUATE_FEMALE,POST_GRADUATE_AND_ABOVE_BOTH_SEX,POST_GRADUATE_AND_ABOVE_MALE,POST_GRADUATE_AND_ABOVE_FEMALE,OTHERS_BOTH_SEX,OTHERS_MALE,OTHERS_FEMALE,NON_FORMAL_BOTH_SEX,NON_FORMAL_MALE,NON_FORMAL_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE
AMBUNG,94,50,44,997,498,499,599,288,311,396,228,168,382,201,181,61,43,18,14,10,4,3,3,0,2,1,1,49,17,32,7,2,5
ANGDEEM,4,3,1,483,252,231,354,170,184,236,121,115,211,104,107,23,13,10,24,16,8,4,3,1,0,0,0,43,19,24,1,1,0
BASANTAPUR,50,29,21,1284,663,621,702,323,379,388,216,172,561,289,272,132,89,43,52,37,15,17,15,2,1,0,1,206,83,123,2,1,1
CHHATE DHUNGA,48,26,22,908,480,428,486,228,258,266,132,134,311,164,147,67,37,30,32,23,9,12,10,2,1,1,0,1,0,1,1,0,1
CHUHANDANDA,47,28,19,711,387,324,534,248,286,386,184,202,277,158,119,113,55,58,38,25,13,9,7,2,1,1,0,103,56,47,7,2,5
DANGAPA,98,56,42,612,293,319,352,152,200,167,76,91,185,89,96,27,16,11,9,6,3,2,1,1,1,1,0,40,20,20,0,0,0
ESEEBU,73,43,30,618,322,296,425,196,229,288,153,135,394,194,200,42,22,20,9,6,3,3,3,0,6,6,0,58,37,21,6,5,1
EWA,12,10,2,873,455,418,503,225,278,326,176,150,277,125,152,81,46,35,41,29,12,6,6,0,1,0,1,153,79,74,1,1,0
HAMARJUNG,73,38,35,949,496,453,457,217,240,249,121,128,286,156,130,53,37,16,15,12,3,13,8,5,1,0,1,97,37,60,2,0,2
HWAKU,41,26,15,872,444,428,489,250,239,225,108,117,268,156,112,67,38,29,22,18,4,5,5,0,2,0,2,8,5,3,4,3,1
JALJALE,47,19,28,766,385,381,647,306,341,412,216,196,399,220,179,96,54,42,32,23,9,5,5,0,2,2,0,93,53,40,0,0,0
JIRIKHIMTI,32,20,12,779,393,386,569,270,299,295,162,133,409,213,196,101,53,48,33,20,13,12,11,1,3,2,1,52,34,18,4,1,3
KHAMLALUNG,16,12,4,669,350,319,544,263,281,286,145,141,346,179,167,63,37,26,17,14,3,6,6,0,0,0,0,147,84,63,4,3,1
MORAHANG,23,11,12,723,376,347,557,232,325,420,215,205,367,176,191,97,54,43,42,31,11,20,15,5,1,0,1,278,144,134,11,5,6
MYANGLUNG,199,109,90,1552,777,775,900,417,483,585,291,294,1048,502,546,392,214,178,213,152,61,63,55,8,4,2,2,252,101,151,5,1,4
OKHRE,43,23,20,795,426,369,588,292,296,432,212,220,376,185,191,75,35,40,31,23,8,4,4,0,0,0,0,97,47,50,29,15,14
OYAKJUNG,36,17,19,1199,642,557,716,350,366,362,198,164,448,197,251,58,40,18,22,15,7,3,3,0,3,2,1,136,76,60,4,3,1
PANCHAKANYA POKHARI,19,8,11,540,285,255,386,201,185,192,91,101,149,75,74,38,17,21,9,9,0,0,0,0,0,0,0,61,29,32,1,1,0
PHAKCHAMARA,19,10,9,625,327,298,351,179,172,171,83,88,269,142,127,57,38,19,18,16,2,5,4,1,0,0,0,203,76,127,9,5,4
PHULEK,35,17,18,439,234,205,290,146,144,143,75,68,190,112,78,25,15,10,10,6,4,0,0,0,0,0,0,104,42,62,5,2,3
PIPLE,25,15,10,303,148,155,221,100,121,149,79,70,208,103,105,48,35,13,13,9,4,7,7,0,2,1,1,92,42,50,1,1,0
POUTHAK,33,18,15,540,254,286,418,195,223,164,93,71,231,117,114,29,15,14,6,4,2,1,1,0,2,0,2,115,77,38,2,2,0
SABLA,77,41,36,581,288,293,375,205,170,235,129,106,316,161,155,79,40,39,30,21,9,1,1,0,2,2,0,30,15,15,13,6,7
SAMDU,22,12,10,631,333,298,369,181,188,184,90,94,216,103,113,38,21,17,11,9,2,4,4,0,1,1,0,59,42,17,11,6,5
SANKRANTI BAZAR,62,29,33,836,401,435,422,222,200,255,117,138,359,198,161,119,67,52,30,23,7,8,8,0,2,2,0,46,27,19,6,1,5
SHREE JUNG,100,40,60,508,248,260,371,172,199,149,79,70,194,101,93,36,26,10,13,12,1,2,2,0,2,1,1,134,80,54,1,0,1
SIMLE,50,29,21,955,479,476,715,325,390,480,249,231,351,178,173,59,31,28,26,20,6,5,5,0,6,3,3,141,105,36,25,18,7
SOLMA,71,35,36,1001,521,480,694,337,357,481,238,243,343,167,176,102,67,35,34,27,7,17,15,2,0,0,0,305,137,168,3,1,2
SUDAP,50,35,15,763,391,372,499,234,265,252,112,140,259,149,110,58,36,22,6,4,2,1,1,0,2,0,2,94,50,44,4,0,4
SUNGNAM,83,48,35,1064,566,498,594,269,325,234,130,104,397,179,218,51,36,15,10,9,1,0,0,0,0,0,0,218,104,114,3,3,0
TAMFULA,52,32,20,503,247,256,286,136,150,217,97,120,259,132,127,52,24,28,14,10,4,1,1,0,0,0,0,77,38,39,0,0,0
THOKLUNG,36,17,19,580,294,286,408,217,191,299,166,133,194,106,88,51,27,24,15,12,3,2,2,0,2,2,0,92,41,51,4,3,1
INSTITUTIONAL,0,0,0,71,58,13,141,136,5,178,170,8,255,242,13,50,50,0,10,10,0,6,6,0,0,0,0,14,13,1,1,0,1
