VDC/MUNICIPALITY,NO_DISABILITY_BOTH_SEX,NO_DISABILITY_MALE,NO_DISABILITY_FEMALE,PHYSICAL_BOTH_SEX,PHYSICAL_MALE,PHYSICAL_FEMALE,BLINDNESS_LOW_VISION_BOTH_SEX,BLINDNESS_LOW_VISION_MALE,BLINDNESS_LOW_VISION_FEMALE,DEAF_HEARING_BOTH_SEX,DEAF_HEARING_MALE,DEAF_HEARING_FEMALE,DEAF_BLIND_BOTH_SEX,DEAF_BLIND_MALE,DEAF_BLIND_FEMALE,SPEECH_PROBLEM_BOTH_SEX,SPEECH_PROBLEM_MALE,SPEECH_PROBLEM_FEMALE,MENTAL_DISABILITY_BOTH_SEX,MENTAL_DISABILITY_MALE,MENTAL_DISABILITY_FEMALE,INTELLECTUAL_DISABILITY_BOTH_SEX,INTELLECTUAL_DISABILITY_MALE,INTELLECTUAL_DISABILITY_FEMALE,MULTIPLE_DISABILITY_BOTH_SEX,MULTIPLE_DISABILITY_MALE,MULTIPLE_DISABILITY_FEMALE
BADAGAUN,3762,1822,1940,54,31,23,23,13,10,34,15,19,1,0,1,17,9,8,6,5,1,8,5,3,8,1,7
BAFUKHOLA,4006,1886,2120,33,16,17,16,8,8,4,3,1,0,0,0,5,4,1,5,3,2,2,2,0,8,4,4
BAJH KANDA,3032,1443,1589,36,18,18,19,8,11,35,11,24,0,0,0,18,7,11,4,3,1,1,1,0,29,13,16
BAME,5068,2394,2674,34,20,14,31,17,14,22,14,8,3,1,2,5,3,2,5,3,2,1,0,1,4,2,2
BHALCHAUR,6778,3339,3439,123,68,55,35,20,15,85,45,40,2,2,0,32,19,13,7,2,5,6,5,1,8,6,2
CHANDE,5037,2377,2660,76,39,37,43,23,20,50,23,27,8,3,5,12,4,8,7,5,2,0,0,0,3,2,1
CHHAYACHHETRA,5579,2452,3127,30,17,13,8,4,4,32,15,17,1,1,0,28,14,14,4,1,3,6,4,2,9,3,6
DAMACHAUR,5830,2773,3057,109,69,40,31,16,15,25,12,13,2,1,1,19,15,4,10,3,7,6,4,2,4,1,3
DANDAGAUN,4616,2081,2535,21,14,7,5,3,2,18,6,12,1,1,0,8,4,4,1,1,0,0,0,0,1,0,1
DARMAKOT,5051,2410,2641,149,91,58,52,27,25,88,43,45,11,3,8,32,17,15,15,7,8,6,5,1,26,16,10
DEVSTHAL,4696,2186,2510,38,21,17,15,10,5,11,6,5,0,0,0,14,8,6,4,1,3,1,1,0,6,2,4
DHAJARI PIPAL,5797,2811,2986,51,25,26,15,8,7,23,17,6,2,2,0,11,5,6,6,4,2,3,2,1,6,4,2
DHAKADAM,7161,3466,3695,130,67,63,54,29,25,61,36,25,9,4,5,17,9,8,17,5,12,2,1,1,9,4,5
DHANWANG,5472,2619,2853,48,31,17,10,5,5,22,12,10,1,1,0,23,14,9,2,1,1,6,3,3,3,3,0
HIWALCHA,3839,1737,2102,40,23,17,8,3,5,12,9,3,0,0,0,18,12,6,6,1,5,6,3,3,13,8,5
JIMALI,3635,1815,1820,44,30,14,19,12,7,16,9,7,0,0,0,12,11,1,10,8,2,0,0,0,7,4,3
KABHRECHAUR,5389,2734,2655,24,15,9,2,1,1,14,7,7,1,1,0,16,9,7,5,3,2,1,0,1,15,8,7
KAJERI,5227,2418,2809,53,25,28,12,7,5,7,5,2,4,1,3,3,2,1,4,3,1,1,1,0,3,1,2
KALAGAUN,6719,3148,3571,86,48,38,41,22,19,40,18,22,2,2,0,16,9,7,5,4,1,1,0,1,20,8,12
KALIMATI KALCHE,6413,3150,3263,40,26,14,13,6,7,20,14,6,2,2,0,8,5,3,6,3,3,1,1,0,13,6,7
KALIMATI RAMPUR,6467,3080,3387,150,89,61,47,28,19,46,25,21,4,2,2,22,10,12,12,5,7,5,4,1,24,9,15
KARAGITHI,2818,1284,1534,10,6,4,2,2,0,6,1,5,4,2,2,8,4,4,2,2,0,0,0,0,0,0,0
KAVRA,3426,1602,1824,35,21,14,15,8,7,20,9,11,8,4,4,7,3,4,5,2,3,0,0,0,9,5,4
KHALANGA,7509,3623,3886,51,31,20,30,13,17,24,9,15,7,3,4,28,17,11,6,3,3,4,4,0,9,5,4
KORBANG JHIMPE,6091,2670,3421,41,28,13,13,1,12,13,3,10,2,0,2,13,9,4,1,1,0,5,5,0,4,2,2
KOTBARA,6786,3357,3429,52,35,17,14,8,6,38,27,11,2,1,1,14,10,4,7,4,3,8,3,5,6,4,2
KOTMALA,4948,2359,2589,40,21,19,13,7,6,7,1,6,3,0,3,7,4,3,3,3,0,3,1,2,6,1,5
