VDC/MUNICIPALITY,NO_DISABILITY_BOTH_SEX,NO_DISABILITY_MALE,NO_DISABILITY_FEMALE,PHYSICAL_BOTH_SEX,PHYSICAL_MALE,PHYSICAL_FEMALE,BLINDNESS_LOW_VISION_BOTH_SEX,BLINDNESS_LOW_VISION_MALE,BLINDNESS_LOW_VISION_FEMALE,DEAF_HEARING_BOTH_SEX,DEAF_HEARING_MALE,DEAF_HEARING_FEMALE,DEAF_BLIND_BOTH_SEX,DEAF_BLIND_MALE,DEAF_BLIND_FEMALE,SPEECH_PROBLEM_BOTH_SEX,SPEECH_PROBLEM_MALE,SPEECH_PROBLEM_FEMALE,MENTAL_DISABILITY_BOTH_SEX,MENTAL_DISABILITY_MALE,MENTAL_DISABILITY_FEMALE,INTELLECTUAL_DISABILITY_BOTH_SEX,INTELLECTUAL_DISABILITY_MALE,INTELLECTUAL_DISABILITY_FEMALE,MULTIPLE_DISABILITY_BOTH_SEX,MULTIPLE_DISABILITY_MALE,MULTIPLE_DISABILITY_FEMALE
AGRYOULI,12721,5883,6838,65,42,23,18,10,8,28,14,14,4,2,2,27,19,8,19,8,11,9,3,6,32,14,18
AMARAPURI,8570,3940,4630,52,27,25,30,14,16,30,14,16,0,0,0,24,14,10,25,14,11,13,7,6,18,9,9
AMRAUT,4870,2327,2543,30,18,12,13,7,6,8,4,4,0,0,0,27,16,11,2,1,1,0,0,0,3,1,2
BADAHARA DUBAULIYA,7355,3616,3739,29,12,17,18,14,4,9,5,4,3,2,1,12,4,8,10,7,3,3,1,2,8,4,4
BAIDAULI,5922,3021,2901,42,29,13,13,9,4,8,6,2,4,2,2,9,5,4,3,2,1,1,1,0,2,2,0
BANJARIYA,7336,3628,3708,38,22,16,11,6,5,4,1,3,2,1,1,12,6,6,8,5,3,2,1,1,6,6,0
BENIMANIPUR,9043,3958,5085,96,64,32,48,27,21,53,24,29,7,3,4,35,21,14,12,5,7,8,6,2,22,10,12
BHARATIPUR,3053,1328,1725,31,22,9,7,3,4,39,17,22,1,0,1,34,22,12,6,4,2,6,3,3,12,8,4
BHUJAHAWA,6350,3232,3118,34,17,17,17,6,11,19,9,10,7,4,3,18,10,8,15,10,5,2,0,2,8,6,2
BULINGTAR,3442,1537,1905,41,29,12,31,12,19,31,14,17,8,4,4,22,8,14,3,1,2,3,2,1,27,17,10
DADAJHERI TADI,2676,1257,1419,9,4,5,14,8,6,44,19,25,0,0,0,10,5,5,5,2,3,3,2,1,1,1,0
DAWANNE DEVI,13263,5900,7363,96,53,43,41,16,25,59,32,27,5,2,3,32,16,16,11,6,5,8,5,3,21,11,10
DEDGAUN,3223,1379,1844,22,15,7,8,3,5,15,5,10,0,0,0,12,7,5,3,2,1,0,0,0,3,1,2
DEURALI,15119,6701,8418,106,71,35,42,23,19,42,21,21,7,4,3,46,26,20,21,8,13,11,5,6,5,2,3
DEVACHULI,7478,3310,4168,27,24,3,13,10,3,12,6,6,3,1,2,26,14,12,4,3,1,5,4,1,1,0,1
DEVAGAWA,5295,2590,2705,27,18,9,12,4,8,8,4,4,0,0,0,10,7,3,7,3,4,0,0,0,0,0,0
DHAUBADI,5928,2671,3257,7,6,1,7,4,3,13,4,9,0,0,0,16,11,5,4,3,1,1,1,0,9,2,7
DHURKOT,5269,2478,2791,38,26,12,9,4,5,34,20,14,4,1,3,22,12,10,6,3,3,2,2,0,10,7,3
DIBYAPURI,9908,4686,5222,53,34,19,19,16,3,17,8,9,3,3,0,32,15,17,10,3,7,5,5,0,12,5,7
DUMKIBAS,10802,4835,5967,62,37,25,30,13,17,55,33,22,7,4,3,39,15,24,13,5,8,24,14,10,18,10,8
GAIDAKOT,33044,16039,17005,141,95,46,44,21,23,43,24,19,5,3,2,50,27,23,35,19,16,20,8,12,34,21,13
GAIRAMI,5992,2976,3016,27,17,10,10,4,6,5,4,1,1,1,0,6,3,3,4,3,1,0,0,0,0,0,0
GUTHI PARSAUNI,7731,3974,3757,27,20,7,17,7,10,18,11,7,2,2,0,19,9,10,4,4,0,3,1,2,12,8,4
GUTHISURYAPURA,5400,2753,2647,31,21,10,20,6,14,8,6,2,0,0,0,6,4,2,2,2,0,3,2,1,3,2,1
HAKUI,6273,2992,3281,23,12,11,5,3,2,2,1,1,1,1,0,1,1,0,6,4,2,2,2,0,3,0,3
HARPUR,6102,2936,3166,15,9,6,3,2,1,9,5,4,1,1,0,7,6,1,10,3,7,1,1,0,0,0,0
