VDC/MUNICIPALITY,BEGINNER_BOTH_SEX,BEGINNER_MALE,BEGINNER_FEMALE,PRIMARY_1_5_BOTH_SEX,PRIMARY_1_5_MALE,PRIMARY_1_5_FEMALE,LOWER_SECONDARY_6_8_BOTH_SEX,LOWER_SECONDARY_6_8_MALE,LOWER_SECONDARY_6_8_FEMALE,SECONDARY_9_10_BOTH_SEX,SECONDARY_9_10_MALE,SECONDARY_9_10_FEMALE,SLC_AND_EQUIVALENT_BOTH_SEX,SLC_AND_EQUIVALENT_MALE,SLC_AND_EQUIVALENT_FEMALE,INTERMEDIATE_BOTH_SEX,INTERMEDIATE_MALE,INTERMEDIATE_FEMALE,GRADUATE_BOTH_SEX,GRADUATE_MALE,GRADUATE_FEMALE,POST_GRADUATE_AND_ABOVE_BOTH_SEX,POST_GRADUATE_AND_ABOVE_MALE,POST_GRADUATE_AND_ABOVE_FEMALE,OTHERS_BOTH_SEX,OTHERS_MALE,OTHERS_FEMALE,NON_FORMAL_BOTH_SEX,NON_FORMAL_MALE,NON_FORMAL_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE
CHARANG,3,0,3,80,43,37,25,18,7,7,5,2,10,9,1,5,3,2,3,3,0,0,0,0,1,0,1,1,1,0,1,0,1
CHHONHUP,4,2,2,180,97,83,45,28,17,13,11,2,27,22,5,5,3,2,0,0,0,0,0,0,0,0,0,57,31,26,0,0,0
CHHOSER,19,9,10,125,57,68,41,20,21,17,10,7,11,11,0,5,5,0,5,5,0,0,0,0,4,4,0,13,10,3,0,0,0
CHHUSANG,0,0,0,141,74,67,39,27,12,23,17,6,23,11,12,11,7,4,0,0,0,0,0,0,6,5,1,13,6,7,2,1,1
GHAMI,13,5,8,138,81,57,41,29,12,11,8,3,12,9,3,1,1,0,0,0,0,0,0,0,0,0,0,51,15,36,1,1,0
JHONG,0,0,0,66,32,34,23,7,16,2,1,1,16,11,5,14,9,5,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
JOMSOM,31,22,9,324,177,147,149,78,71,78,50,28,92,52,40,104,57,47,37,32,5,16,14,2,8,8,0,133,70,63,1,0,1
KAGBENI,4,1,3,272,145,127,81,46,35,34,23,11,44,28,16,18,13,5,11,9,2,2,2,0,18,16,2,3,2,1,2,1,1
KOBANG,11,3,8,172,102,70,125,65,60,43,22,21,55,34,21,20,12,8,13,11,2,2,2,0,3,2,1,39,24,15,1,1,0
KUNJO,18,9,9,288,159,129,79,49,30,27,14,13,34,28,6,10,8,2,4,3,1,0,0,0,0,0,0,1,0,1,1,0,1
LETE,19,12,7,254,143,111,109,61,48,39,23,16,78,40,38,37,31,6,20,14,6,1,1,0,2,2,0,30,13,17,3,3,0
LOMANTHANG,3,1,2,44,26,18,59,33,26,17,13,4,14,9,5,15,8,7,8,5,3,0,0,0,0,0,0,0,0,0,4,2,2
MARPHA,12,6,6,426,237,189,222,115,107,115,65,50,145,88,57,119,82,37,28,25,3,9,9,0,4,2,2,18,4,14,5,4,1
MUKTINATH,7,3,4,201,98,103,50,26,24,18,12,6,37,24,13,34,27,7,7,6,1,0,0,0,2,2,0,7,7,0,0,0,0
SURKHANG,2,2,0,157,80,77,6,4,2,4,3,1,11,7,4,3,1,2,2,2,0,0,0,0,0,0,0,5,4,1,0,0,0
TUKUCHE,19,7,12,217,108,109,112,60,52,51,27,24,52,35,17,23,15,8,8,6,2,4,4,0,0,0,0,13,8,5,1,1,0
INSTITUTIONAL,110,66,44,565,379,186,425,321,104,222,166,56,175,160,15,85,72,13,62,57,5,17,12,5,24,24,0,87,25,62,3,2,1
