VDC/MUNICIPALITY,BEGINNER_BOTH_SEX,BEGINNER_MALE,BEGINNER_FEMALE,PRIMARY_1_5_BOTH_SEX,PRIMARY_1_5_MALE,PRIMARY_1_5_FEMALE,LOWER_SECONDARY_6_8_BOTH_SEX,LOWER_SECONDARY_6_8_MALE,LOWER_SECONDARY_6_8_FEMALE,SECONDARY_9_10_BOTH_SEX,SECONDARY_9_10_MALE,SECONDARY_9_10_FEMALE,SLC_AND_EQUIVALENT_BOTH_SEX,SLC_AND_EQUIVALENT_MALE,SLC_AND_EQUIVALENT_FEMALE,INTERMEDIATE_BOTH_SEX,INTERMEDIATE_MALE,INTERMEDIATE_FEMALE,GRADUATE_BOTH_SEX,GRADUATE_MALE,GRADUATE_FEMALE,POST_GRADUATE_AND_ABOVE_BOTH_SEX,POST_GRADUATE_AND_ABOVE_MALE,POST_GRADUATE_AND_ABOVE_FEMALE,OTHERS_BOTH_SEX,OTHERS_MALE,OTHERS_FEMALE,NON_FORMAL_BOTH_SEX,NON_FORMAL_MALE,NON_FORMAL_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE
AGARA,358,180,178,2462,1387,1075,869,435,434,308,162,146,173,113,60,43,36,7,18,12,6,8,8,0,1,0,1,204,133,71,31,17,14
AMBHANJYANG,111,65,46,2228,1210,1018,1056,544,512,412,185,227,378,208,170,141,80,61,37,27,10,14,13,1,4,2,2,184,96,88,2,2,0
BAJRABARAHI,305,164,141,2089,1122,967,1053,545,508,415,175,240,349,208,141,132,84,48,28,22,6,9,7,2,3,2,1,528,258,270,35,18,17
BASAMADI,587,310,277,5049,2736,2313,2290,1176,1114,1017,527,490,801,461,340,443,251,192,107,61,46,28,18,10,11,11,0,591,323,268,6,3,3
BETINI,126,65,61,1091,618,473,374,205,169,148,93,55,66,42,24,26,20,6,8,7,1,1,1,0,1,1,0,196,66,130,1,1,0
BHAISE,279,164,115,2244,1289,955,924,462,462,272,130,142,197,100,97,93,59,34,24,18,6,2,1,1,1,1,0,170,82,88,2,2,0
BHARTA PUNDYADEVI,224,124,100,884,509,375,221,130,91,28,18,10,32,27,5,14,12,2,4,4,0,0,0,0,6,4,2,61,28,33,4,1,3
BHIMFEDI,108,49,59,1623,880,743,881,459,422,403,199,204,311,167,144,126,51,75,45,28,17,11,8,3,0,0,0,126,43,83,2,2,0
BUDHICHAUR,122,63,59,878,496,382,179,93,86,38,22,16,34,23,11,18,10,8,3,3,0,2,2,0,2,2,0,31,17,14,0,0,0
CHITLANG,55,30,25,1355,712,643,700,389,311,367,169,198,192,107,85,80,62,18,27,22,5,7,4,3,1,0,1,273,112,161,3,0,3
CHURIYAMAI,369,206,163,4737,2722,2015,2060,982,1078,719,325,394,505,268,237,234,120,114,47,31,16,8,7,1,3,2,1,819,341,478,13,9,4
DAMAN,324,203,121,2279,1280,999,1119,581,538,594,306,288,440,240,200,211,118,93,79,52,27,22,22,0,8,5,3,486,287,199,18,9,9
DANDAKHARKA,204,112,92,1199,694,505,246,129,117,52,32,20,22,17,5,18,12,6,6,5,1,0,0,0,0,0,0,176,109,67,5,2,3
DHIYAL,192,107,85,1858,1073,785,371,182,189,54,29,25,49,34,15,27,18,9,13,9,4,0,0,0,2,2,0,170,115,55,6,5,1
FAKHEL,70,29,41,1297,683,614,463,212,251,154,77,77,124,69,55,62,41,21,7,5,2,3,2,1,0,0,0,575,293,282,6,1,5
FAPARBARI,355,197,158,5299,2935,2364,1822,976,846,686,383,303,265,172,93,146,92,54,47,29,18,5,3,2,13,8,5,289,126,163,44,21,23
GOGANE,152,89,63,1707,916,791,418,196,222,116,54,62,54,29,25,25,14,11,11,7,4,0,0,0,3,3,0,93,57,36,10,8,2
HANDIKHOLA,597,293,304,5528,2988,2540,2366,1217,1149,883,416,467,481,275,206,252,153,99,48,33,15,11,7,4,9,6,3,591,299,292,13,7,6
HATIYA,329,175,154,3608,1946,1662,1909,977,932,1017,562,455,968,562,406,519,277,242,141,94,47,42,37,5,5,3,2,327,163,164,25,13,12
HETAUDA MUNICIPALITY,1766,955,811,17131,9149,7982,12632,6469,6163,7614,3787,3827,10706,5714,4992,7975,4411,3564,3600,2248,1352,1257,932,325,70,41,29,4090,1862,2228,270,130,140
HURNAMADI,136,70,66,1822,989,833,970,472,498,487,252,235,414,223,191,201,124,77,46,31,15,16,12,4,8,5,3,297,170,127,3,2,1
IPA PANCHAKANYA,88,50,38,879,505,374,225,112,113,70,34,36,53,30,23,30,18,12,8,8,0,0,0,0,0,0,0,20,10,10,2,2,0
KALIKATAR,219,112,107,1457,837,620,309,176,133,58,37,21,51,36,15,30,17,13,5,5,0,3,2,1,3,3,0,18,6,12,3,2,1
KANKADA,284,147,137,2392,1378,1014,491,271,220,87,57,30,58,35,23,25,21,4,13,12,1,3,2,1,3,1,2,68,30,38,1,1,0
KHAIRANG,90,47,43,996,573,423,227,123,104,60,26,34,32,21,11,15,11,4,4,4,0,0,0,0,0,0,0,34,26,8,2,1,1
KOGATE,26,9,17,435,248,187,156,77,79,60,16,44,26,14,12,17,11,6,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0
KULEKHANI,79,40,39,983,525,458,343,203,140,140,60,80,66,42,24,19,11,8,7,7,0,0,0,0,0,0,0,76,47,29,4,4,0
MAKWANPURGADHI,170,91,79,4064,2265,1799,1704,833,871,737,346,391,498,265,233,276,151,125,54,30,24,7,7,0,12,7,5,542,294,248,22,11,11
MANAHARI,752,395,357,6106,3292,2814,2698,1336,1362,1245,624,621,656,362,294,327,186,141,89,55,34,23,17,6,6,2,4,598,315,283,16,8,8
MANTHALI,83,53,30,960,512,448,210,89,121,58,30,28,25,17,8,28,16,12,4,2,2,1,1,0,0,0,0,1,1,0,2,1,1
MARKHU,45,20,25,809,464,345,378,191,187,170,81,89,101,58,43,31,17,14,11,10,1,2,2,0,1,0,1,73,46,27,3,2,1
NAMTAR,218,107,111,3163,1824,1339,871,431,440,296,151,145,263,157,106,85,49,36,41,36,5,8,5,3,1,1,0,137,81,56,5,2,3
NIBUWATAR,69,37,32,1439,801,638,563,278,285,212,75,137,129,63,66,74,39,35,22,18,4,1,1,0,2,1,1,65,38,27,4,2,2
PADAM POKHARI,433,226,207,5173,2796,2377,2801,1427,1374,1169,534,635,716,365,351,396,206,190,83,43,40,11,10,1,11,7,4,814,361,453,25,9,16
PALUNG,52,30,22,1593,873,720,842,402,440,463,218,245,339,205,134,122,77,45,40,27,13,4,3,1,1,0,1,387,111,276,1,0,1
RAIGAUN,396,214,182,2934,1645,1289,885,517,368,258,153,105,177,115,62,101,65,36,10,9,1,2,2,0,6,5,1,115,50,65,3,1,2
RAKSIRANG,199,94,105,2226,1260,966,682,365,317,139,79,60,128,92,36,51,37,14,7,5,2,0,0,0,9,5,4,146,74,72,0,0,0
SARIKHET PALASE,231,117,114,2694,1492,1202,784,405,379,193,111,82,148,102,46,56,39,17,12,10,2,3,2,1,7,5,2,431,184,247,9,4,5
SHIKHARPUR,117,59,58,1831,1028,803,525,250,275,158,78,80,72,48,24,48,34,14,5,5,0,1,1,0,5,3,2,57,39,18,6,4,2
SHREEPUR CHHATIWAN,643,362,281,6553,3568,2985,2327,1125,1202,739,376,363,491,263,228,233,145,88,59,41,18,15,14,1,12,8,4,750,433,317,9,2,7
SISNERI MAHADEVSTHAN,113,65,48,971,526,445,421,217,204,153,65,88,50,29,21,31,20,11,18,11,7,5,4,1,3,2,1,80,41,39,5,2,3
SUKAURA,106,62,44,1378,774,604,394,181,213,118,48,70,48,28,20,27,13,14,9,7,2,2,1,1,1,1,0,133,66,67,2,1,1
