VDC/MUNICIPALITY,NO_DISABILITY_BOTH_SEX,NO_DISABILITY_MALE,NO_DISABILITY_FEMALE,PHYSICAL_BOTH_SEX,PHYSICAL_MALE,PHYSICAL_FEMALE,BLINDNESS_LOW_VISION_BOTH_SEX,BLINDNESS_LOW_VISION_MALE,BLINDNESS_LOW_VISION_FEMALE,DEAF_HEARING_BOTH_SEX,DEAF_HEARING_MALE,DEAF_HEARING_FEMALE,DEAF_BLIND_BOTH_SEX,DEAF_BLIND_MALE,DEAF_BLIND_FEMALE,SPEECH_PROBLEM_BOTH_SEX,SPEECH_PROBLEM_MALE,SPEECH_PROBLEM_FEMALE,MENTAL_DISABILITY_BOTH_SEX,MENTAL_DISABILITY_MALE,MENTAL_DISABILITY_FEMALE,INTELLECTUAL_DISABILITY_BOTH_SEX,INTELLECTUAL_DISABILITY_MALE,INTELLECTUAL_DISABILITY_FEMALE,MULTIPLE_DISABILITY_BOTH_SEX,MULTIPLE_DISABILITY_MALE,MULTIPLE_DISABILITY_FEMALE
BADALKOT,3048,1525,1523,97,58,39,37,26,11,28,15,13,5,4,1,16,12,4,7,3,4,4,1,3,12,8,4
CHHAPRE,3481,1764,1717,75,38,37,30,12,18,48,26,22,3,1,2,7,4,3,2,2,0,1,1,0,14,8,6
CHILKHAYA,4390,2161,2229,114,59,55,55,27,28,57,33,24,4,2,2,15,10,5,7,5,2,2,2,0,10,6,4
DAHAFATGAUN,5033,2476,2557,14,5,9,8,4,4,18,12,6,1,0,1,3,1,2,3,3,0,1,1,0,3,0,3
DHOLAGOHE,6857,3437,3420,94,61,33,37,18,19,47,24,23,3,3,0,29,17,12,9,2,7,13,7,6,22,14,8
GELA,3728,1851,1877,80,41,39,39,20,19,33,16,17,3,2,1,11,6,5,10,4,6,2,1,1,5,4,1
JUBITHA,2306,1123,1183,10,7,3,10,3,7,5,2,3,2,1,1,2,2,0,3,3,0,0,0,0,1,1,0
KHEEN,3386,1718,1668,122,73,49,33,14,19,38,20,18,3,1,2,23,16,7,9,5,4,1,0,1,9,4,5
KOTBADA,3676,1753,1923,116,78,38,29,14,15,27,12,15,0,0,0,10,6,4,0,0,0,1,1,0,7,3,4
KUMALGAUN,3617,1834,1783,39,24,15,15,9,6,20,7,13,1,0,1,6,3,3,4,1,3,1,0,1,5,3,2
LALU,5755,2846,2909,108,65,43,24,15,9,31,20,11,0,0,0,10,7,3,5,2,3,0,0,0,5,4,1
MALKOT,3616,1749,1867,140,73,67,41,19,22,38,20,18,3,0,3,10,4,6,3,1,2,8,6,2,7,4,3
MANMA,8830,4586,4244,128,69,59,39,21,18,37,22,15,7,3,4,24,16,8,14,8,6,4,1,3,11,6,5
MARTA,6895,3492,3403,94,50,44,29,16,13,27,15,12,2,1,1,12,7,5,7,6,1,1,1,0,8,3,5
MEHAL MUDI,4724,2284,2440,137,88,49,36,20,16,37,22,15,3,2,1,24,14,10,4,2,2,1,1,0,5,5,0
MUGRAHA,2732,1307,1425,26,18,8,7,5,2,13,5,8,0,0,0,4,4,0,3,0,3,0,0,0,5,4,1
MUMRAKOT,3283,1621,1662,54,37,17,21,9,12,35,21,14,2,2,0,7,6,1,1,1,0,1,0,1,7,5,2
NANIKOT,5989,3060,2929,112,68,44,67,31,36,51,28,23,5,3,2,35,18,17,6,4,2,6,2,4,12,9,3
ODANAKU,3670,1869,1801,31,17,14,8,3,5,11,8,3,4,3,1,7,6,1,4,1,3,0,0,0,1,1,0
PAKHA,4102,2063,2039,67,37,30,25,9,16,31,12,19,3,2,1,12,10,2,7,6,1,0,0,0,2,0,2
PHOI MAHADEV,3345,1678,1667,27,11,16,22,10,12,8,2,6,0,0,0,10,3,7,1,1,0,3,2,1,2,1,1
PHUKOT,5130,2513,2617,87,47,40,49,17,32,38,17,21,1,1,0,15,11,4,8,2,6,0,0,0,6,2,4
RAKU,4248,2114,2134,97,62,35,43,20,23,38,19,19,7,7,0,17,8,9,8,5,3,3,2,1,3,1,2
RAMANAKOT,3671,1827,1844,51,28,23,27,12,15,45,23,22,2,1,1,11,6,5,7,1,6,2,1,1,11,6,5
RANCHULI,2315,1155,1160,25,18,7,16,6,10,9,4,5,0,0,0,1,0,1,3,2,1,1,0,1,0,0,0
RUPSA,3854,1936,1918,73,47,26,24,15,9,11,6,5,2,0,2,1,0,1,4,4,0,7,4,3,12,8,4
SIPKHANA,5062,2477,2585,153,85,68,26,14,12,55,30,25,1,0,1,16,12,4,12,5,7,13,6,7,19,14,5
SIUNA,5304,2670,2634,119,71,48,70,36,34,47,24,23,4,3,1,12,6,6,8,4,4,7,3,4,10,6,4
SUKATAYA,4894,2450,2444,64,34,30,37,22,15,29,14,15,1,0,1,9,3,6,17,8,9,0,0,0,4,2,2
THIRPU,4384,2227,2157,73,41,32,54,25,29,12,7,5,3,2,1,28,19,9,4,2,2,3,2,1,7,4,3
INSTITUTIONAL,361,344,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
