VDC/MUNICIPALITY,NO_DISABILITY_BOTH_SEX,NO_DISABILITY_MALE,NO_DISABILITY_FEMALE,PHYSICAL_BOTH_SEX,PHYSICAL_MALE,PHYSICAL_FEMALE,BLINDNESS_LOW_VISION_BOTH_SEX,BLINDNESS_LOW_VISION_MALE,BLINDNESS_LOW_VISION_FEMALE,DEAF_HEARING_BOTH_SEX,DEAF_HEARING_MALE,DEAF_HEARING_FEMALE,DEAF_BLIND_BOTH_SEX,DEAF_BLIND_MALE,DEAF_BLIND_FEMALE,SPEECH_PROBLEM_BOTH_SEX,SPEECH_PROBLEM_MALE,SPEECH_PROBLEM_FEMALE,MENTAL_DISABILITY_BOTH_SEX,MENTAL_DISABILITY_MALE,MENTAL_DISABILITY_FEMALE,INTELLECTUAL_DISABILITY_BOTH_SEX,INTELLECTUAL_DISABILITY_MALE,INTELLECTUAL_DISABILITY_FEMALE,MULTIPLE_DISABILITY_BOTH_SEX,MULTIPLE_DISABILITY_MALE,MULTIPLE_DISABILITY_FEMALE
AKHIKARICHAUR,6544,2836,3708,73,47,26,14,8,6,16,6,10,4,3,1,19,12,7,7,7,0,1,0,1,5,4,1
AMALACHAUR,4458,1815,2643,55,31,24,12,2,10,15,3,12,2,2,0,22,12,10,10,6,4,2,2,0,11,5,6
AMARBHUMI,2402,1015,1387,35,21,14,13,3,10,11,5,6,0,0,0,10,7,3,1,0,1,4,2,2,3,1,2
ARGAL,2307,1052,1255,0,0,0,5,1,4,5,2,3,0,0,0,0,0,0,6,2,4,0,0,0,6,5,1
ARJEWA,1955,814,1141,11,8,3,3,3,0,7,3,4,2,2,0,5,3,2,4,4,0,0,0,0,6,6,0
BATAKACHAUR,3775,1576,2199,40,20,20,10,6,4,7,6,1,0,0,0,11,7,4,5,5,0,1,1,0,10,5,5
BHAKUNDE,3430,1491,1939,22,15,7,8,4,4,2,1,1,0,0,0,8,4,4,7,2,5,3,2,1,3,1,2
BHIMPOKHARA,3402,1466,1936,27,14,13,6,2,4,1,1,0,1,0,1,9,4,5,6,5,1,2,1,1,1,1,0
BHINGGITHE,5679,2527,3152,38,22,16,26,11,15,14,4,10,0,0,0,17,9,8,10,7,3,1,0,1,6,3,3
BIHUNKOT,6243,2640,3603,75,39,36,32,16,16,15,8,7,0,0,0,25,13,12,13,4,9,9,5,4,3,1,2
BINAMARE,2331,963,1368,7,5,2,2,2,0,1,0,1,1,0,1,7,3,4,1,1,0,1,0,1,1,1,0
BOHARAGAUN,5742,2580,3162,42,24,18,23,11,12,31,12,19,1,1,0,21,9,12,11,7,4,7,6,1,25,12,13
BONGADOVAN,5357,2357,3000,63,37,26,25,12,13,19,8,11,2,1,1,14,6,8,3,0,3,1,0,1,2,2,0
BOWANG,6960,3180,3780,50,32,18,16,5,11,30,15,15,0,0,0,13,4,9,1,1,0,0,0,0,18,13,5
BURTIWANG,8610,3892,4718,76,40,36,24,14,10,21,11,10,3,2,1,17,8,9,10,3,7,2,1,1,8,5,3
CHHISTI,4666,1938,2728,51,28,23,21,11,10,16,2,14,1,0,1,18,8,10,19,7,12,3,3,0,15,8,7
