VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
AHALE,3709,1769,1940,2773,1435,1338,27,15,12,909,319,590,0,0,0,74.76408735508222,81.11927642736009,68.96907216494846
ANKHISALLA,4981,2318,2663,3549,1763,1786,123,58,65,1308,496,812,1,1,0,71.25075286087132,76.05694564279551,67.06721742395794
ARKHAULE JITPUR,3622,1621,2001,2574,1330,1244,47,20,27,1001,271,730,0,0,0,71.0657095527333,82.04811844540407,62.16891554222889
BASANTATAR,2486,1104,1382,1858,888,970,32,15,17,595,201,394,1,0,1,74.73853580048271,80.43478260869566,70.18813314037627
BELHARA,5344,2556,2788,4161,2171,1990,51,23,28,1129,361,768,3,1,2,77.86302395209582,84.93740219092332,71.37733142037303
BHIRGAUN,3973,1794,2179,2888,1480,1408,37,11,26,1048,303,745,0,0,0,72.69066196828592,82.49721293199555,64.61679669573198
BODHE,2783,1268,1515,2052,1004,1048,19,8,11,712,256,456,0,0,0,73.73338124326267,79.17981072555204,69.17491749174917
CHHA NAMBAR BUDHABARE,1673,771,902,1393,689,704,16,4,12,264,78,186,0,0,0,83.26359832635984,89.3644617380026,78.04878048780488
BUDI MORANG,3291,1523,1768,2428,1221,1207,30,14,16,832,287,545,1,1,0,73.77696748708598,80.17071569271175,68.26923076923077
CHANUWA,3355,1485,1870,2366,1183,1183,27,13,14,962,289,673,0,0,0,70.52160953800298,79.66329966329965,63.26203208556149
CHHINTANG,8336,3988,4348,5496,2841,2655,388,184,204,2450,963,1487,2,0,2,65.93090211132437,71.23871614844533,61.062557497700084
CHUNGWANG,3797,1716,2081,2760,1367,1393,72,41,31,965,308,657,0,0,0,72.6889649723466,79.66200466200466,66.93897164824604
DANDA BAZAR,2462,1108,1354,1949,969,980,23,13,10,489,126,363,1,0,1,79.16328188464664,87.45487364620939,72.3781388478582
DANDAGAUN,1900,838,1062,1455,711,744,3,2,1,442,125,317,0,0,0,76.57894736842105,84.84486873508354,70.05649717514125
DHANKUTA MUNICIPALITY,24282,11279,13003,20412,10219,10193,405,152,253,3455,903,2552,10,5,5,84.06226834692364,90.60200372373437,78.38960239944628
FAKSIB,1446,676,770,879,471,408,118,62,56,449,143,306,0,0,0,60.788381742738586,69.67455621301775,52.98701298701298
FALATE,2398,1076,1322,1696,855,841,10,6,4,692,215,477,0,0,0,70.7256046705588,79.46096654275094,63.61573373676248
GHORLIKHARKA,2378,1095,1283,1484,784,700,143,73,70,751,238,513,0,0,0,62.405382674516396,71.59817351598173,54.55962587685113
HATHIKHARKA,4535,2064,2471,3253,1669,1584,93,32,61,1189,363,826,0,0,0,71.73098125689084,80.8624031007752,64.10360178065561
KHOKU,3554,1649,1905,2318,1201,1117,169,72,97,1067,376,691,0,0,0,65.22228474957794,72.83201940570042,58.63517060367454
KHUWAPHOK,2351,1025,1326,1396,696,700,138,52,86,816,277,539,1,0,1,59.37898766482348,67.90243902439025,52.79034690799397
KURULE TENUPA,3431,1555,1876,2419,1216,1203,79,28,51,932,310,622,1,1,0,70.50422617312736,78.19935691318328,64.12579957356077
LEGUWA,4311,1978,2333,3021,1591,1430,80,35,45,1209,352,857,1,0,1,70.07654836464857,80.43478260869566,61.294470638662666
MAHABHARAT,3689,1759,1930,2514,1319,1195,67,37,30,1108,403,705,0,0,0,68.14854974247764,74.98578737919273,61.917098445595855
MAREK KATAHARE,5614,2566,3048,4098,2138,1960,83,38,45,1433,390,1043,0,0,0,72.99608122550765,83.3203429462198,64.30446194225722
MAUNABUDHUK,2307,988,1319,1717,806,911,74,30,44,515,151,364,1,1,0,74.42566103164283,81.57894736842105,69.0674753601213
MUDHEBAS,2413,1075,1338,1764,885,879,48,16,32,601,174,427,0,0,0,73.10401989225032,82.32558139534883,65.69506726457399
MUGA,3725,1686,2039,2699,1379,1320,89,34,55,937,273,664,0,0,0,72.45637583892618,81.79122182680901,64.73761647866601
MURTIDHUNGA,3701,1674,2027,2914,1488,1426,35,16,19,751,170,581,1,0,1,78.73547689813563,88.88888888888889,70.35027133695117
PAKHRIBAS,4413,1978,2435,3445,1722,1723,93,39,54,875,217,658,0,0,0,78.06480852028099,87.05763397371082,70.75975359342915
PAREWADIN,6309,2852,3457,4671,2389,2282,79,26,53,1553,435,1118,6,2,4,74.03708987161198,83.76577840112202,66.0109921897599
RAJA RANI,2355,1068,1287,1675,857,818,55,24,31,625,187,438,0,0,0,71.12526539278132,80.2434456928839,63.55866355866356
SANNE,3394,1494,1900,2432,1212,1220,78,32,46,883,250,633,1,0,1,71.65586328815556,81.12449799196787,64.21052631578948
TANKHUWA,3848,1704,2144,2786,1380,1406,43,22,21,1019,302,717,0,0,0,72.4012474012474,80.98591549295774,65.57835820895522
TELIA,2006,896,1110,1394,715,679,39,16,23,573,165,408,0,0,0,69.49152542372882,79.79910714285714,61.17117117117117
VEDETAR,2756,1306,1450,2080,1088,992,27,14,13,649,204,445,0,0,0,75.47169811320755,83.30781010719755,68.41379310344827
INSTITUTIONAL,2007,1866,141,1995,1859,136,6,3,3,6,4,2,0,0,0,99.40209267563527,99.62486602357986,96.45390070921985
