VDC/MUNICIPALITY,NO_DISABILITY_BOTH_SEX,NO_DISABILITY_MALE,NO_DISABILITY_FEMALE,PHYSICAL_BOTH_SEX,PHYSICAL_MALE,PHYSICAL_FEMALE,BLINDNESS_LOW_VISION_BOTH_SEX,BLINDNESS_LOW_VISION_MALE,BLINDNESS_LOW_VISION_FEMALE,DEAF_HEARING_BOTH_SEX,DEAF_HEARING_MALE,DEAF_HEARING_FEMALE,DEAF_BLIND_BOTH_SEX,DEAF_BLIND_MALE,DEAF_BLIND_FEMALE,SPEECH_PROBLEM_BOTH_SEX,SPEECH_PROBLEM_MALE,SPEECH_PROBLEM_FEMALE,MENTAL_DISABILITY_BOTH_SEX,MENTAL_DISABILITY_MALE,MENTAL_DISABILITY_FEMALE,INTELLECTUAL_DISABILITY_BOTH_SEX,INTELLECTUAL_DISABILITY_MALE,INTELLECTUAL_DISABILITY_FEMALE,MULTIPLE_DISABILITY_BOTH_SEX,MULTIPLE_DISABILITY_MALE,MULTIPLE_DISABILITY_FEMALE
ATICHAUR,4184,2031,2153,25,10,15,25,17,8,27,15,12,1,0,1,8,3,5,5,5,0,1,0,1,1,1,0
BADDHU,4794,2268,2526,59,30,29,72,41,31,61,35,26,5,1,4,35,18,17,6,2,4,10,6,4,17,10,7
BAI,3263,1529,1734,36,12,24,41,18,23,19,7,12,1,0,1,17,11,6,0,0,0,2,2,0,4,2,2
BARHABIS,7949,3652,4297,175,108,67,96,37,59,92,47,45,4,1,3,20,10,10,8,4,4,2,1,1,28,15,13
BICHHAIYA,2615,1367,1248,36,18,18,33,17,16,20,13,7,2,1,1,13,5,8,2,1,1,0,0,0,2,1,1
BRAMHATOLA,6236,2787,3449,83,46,37,30,12,18,43,22,21,6,2,4,14,11,3,10,5,5,7,4,3,2,1,1
BUDHIGANGA,3858,1869,1989,98,66,32,31,17,14,37,24,13,0,0,0,6,2,4,5,5,0,0,0,0,7,3,4
CHHATARA,3595,1662,1933,54,34,20,27,10,17,20,12,8,0,0,0,3,1,2,3,0,3,1,0,1,9,6,3
DAHAKOT,4227,2055,2172,80,46,34,34,19,15,70,46,24,1,0,1,11,6,5,9,4,5,2,1,1,4,2,2
DOGADI,3358,1574,1784,49,29,20,21,9,12,15,6,9,2,1,1,4,3,1,2,2,0,0,0,0,5,3,2
GOTREE,5593,2747,2846,184,110,74,74,38,36,89,53,36,2,2,0,29,18,11,6,3,3,7,1,6,46,28,18
GUDUKHATI,5116,2380,2736,2,1,1,4,2,2,2,0,2,2,2,0,2,0,2,0,0,0,2,1,1,0,0,0
JAGANNATH,3403,1635,1768,67,39,28,32,14,18,49,28,21,1,1,0,17,9,8,5,3,2,4,3,1,9,6,3
JAYABAGESWORI,2417,1138,1279,41,26,15,13,6,7,24,9,15,2,2,0,8,6,2,4,2,2,2,0,2,1,1,0
JUGADA,5024,2485,2539,173,96,77,63,31,32,65,30,35,1,0,1,13,7,6,9,4,5,3,1,2,7,6,1
JUKOT,3180,1582,1598,9,6,3,12,9,3,16,10,6,2,0,2,6,3,3,5,3,2,0,0,0,0,0,0
KAILASHMANDAU,9088,4205,4883,313,177,136,49,22,27,70,48,22,3,2,1,21,15,6,17,5,12,14,7,7,11,8,3
KANDA,3183,1501,1682,5,3,2,4,2,2,3,2,1,0,0,0,2,1,1,2,2,0,1,1,0,0,0,0
KOLTI,6779,3407,3372,125,86,39,104,51,53,60,33,27,5,5,0,31,18,13,4,3,1,5,4,1,21,14,7
KOTILA,3084,1489,1595,23,11,12,34,24,10,32,23,9,4,3,1,14,10,4,9,3,6,5,4,1,19,7,12
KULDEUMADAU,6738,3153,3585,40,16,24,14,4,10,50,22,28,0,0,0,9,6,3,1,0,1,5,2,3,15,7,8
MANAKOT,2471,1180,1291,95,53,42,49,21,28,33,15,18,2,0,2,13,8,5,3,3,0,4,3,1,18,8,10
MARTADI,8334,4454,3880,232,132,100,87,39,48,56,30,26,7,3,4,31,18,13,20,9,11,8,4,4,32,17,15
PANDUSAIN,6322,3164,3158,96,54,42,102,47,55,145,85,60,8,1,7,30,15,15,10,5,5,3,2,1,35,23,12
RUGIN,2776,1389,1387,35,23,12,40,20,20,39,20,19,2,0,2,6,5,1,7,2,5,4,4,0,5,1,4
SAPPATA,5816,2835,2981,141,79,62,71,28,43,74,50,24,5,4,1,20,13,7,13,7,6,6,4,2,25,12,13
TOLIDEWAL,4860,2320,2540,89,47,42,48,22,26,30,13,17,10,6,4,12,5,7,3,2,1,1,0,1,12,2,10
INSTITUTIONAL,754,724,30,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
