VDC/MUNICIPALITY,THATCH,GALV_IRON,TILE_SLATE,RCC,WOOD_PLANKS,MUD,OTHERS,NOT_STATED
AAMA,351,15,136,1082,5,0,6,20
AANANDABAN,216,310,74,2153,4,0,4,53
PASCHIM AMUWA,173,309,333,1362,0,0,0,15
ASURAINA,159,16,215,631,7,0,4,19
BAGAHA,128,13,32,521,1,0,0,12
BAGAULI,403,26,110,851,14,0,4,21
BAIRGHAT,121,7,33,561,4,0,3,13
BASANTAPUR,102,39,68,983,2,0,4,7
BETAKUIYA,57,15,74,559,2,0,1,5
BHAGAWANPUR,196,19,197,1151,3,0,1,17
BISHNUPURA,359,65,593,1160,1,0,29,24
BODAWAR,239,55,401,568,2,0,7,5
BOGADI,210,11,86,1135,4,0,19,8
BUTWAL MUNICIPALITY,596,7850,128,20186,52,0,138,712
CHHIPAGADH,125,48,303,366,4,0,1,11
CHHOTAKI RAMNAGAR,98,55,281,426,1,0,11,1
CHILHIYA,40,166,110,605,2,0,30,7
DAYANAGAR,172,119,454,1015,1,0,7,1
DEVDAHA,590,2927,371,2443,30,0,6,68
DHAKADHAI,59,42,155,803,5,0,32,8
DHAMAULI,97,13,218,500,2,0,4,6
DUDHARAKSHA,338,1183,1122,1660,2,0,15,22
EKALA,116,26,225,993,0,0,7,27
PHARENA,76,11,147,392,0,0,5,4
GAJEDI,243,642,1158,457,4,0,4,9
GANGOLIYA,63,105,159,822,1,0,12,10
GONAHA,212,27,225,1428,17,0,12,23
HARNAIYA,74,32,153,483,0,0,0,4
HATI BANGAI,106,75,87,962,0,0,7,10
HATI PHARSATIKAR,96,78,135,486,5,0,2,3
JOGADA,126,15,236,486,3,0,3,23
KAMAHARIYA,295,54,515,1875,12,0,3,25
KARAHIYA,159,463,180,3402,8,0,13,42
KARAUTA,223,25,268,927,6,0,4,34
KERWANI,494,1042,529,1012,8,0,8,39
KHADAWA BANGAI,186,214,274,869,2,0,3,7
KHUDABAGAR,99,16,74,471,0,0,4,23
LUMBINI AADARSHA,130,55,175,967,6,0,7,31
MADHAWALIYA,33,102,121,1837,14,0,3,168
MADHUWANI,197,31,56,781,1,0,3,4
MAINAHIYA,107,58,158,783,7,0,8,4
MAJHAGAWA,72,15,97,651,1,0,1,14
MAKRAHAR,710,775,467,1497,3,0,5,22
MANMATERIYA,214,76,411,708,6,0,14,21
MANPAKADI,123,146,230,635,4,0,3,7
MARYADAPUR,130,5,84,580,6,0,9,5
MASINA,53,28,188,509,0,0,2,7
MOTIPUR,238,945,98,960,5,0,2,11
PADSARI,62,101,124,1680,2,0,7,12
PAJARKATTI,147,11,135,459,2,0,6,16
SAKRAUN PAKADI,105,9,54,549,4,0,5,5
PARROHA,372,1289,605,3428,7,0,12,18
PATAKHAULI,196,36,141,511,13,0,8,11
POKHARVINDI,126,22,96,667,19,0,4,1
RAYAPUR,393,64,287,810,2,0,3,9
ROINIHAWA,141,18,75,389,5,0,1,13
RUDRAPUR,362,1354,1408,1395,15,0,5,28
SADI,165,27,342,401,3,0,0,12
SALJHANDI,140,630,783,727,21,0,6,12
SEMARA MARCHAWAR,416,25,161,333,7,0,4,26
SEMLAR,131,616,355,1049,1,0,11,13
SHANKAR NAGAR,179,852,22,4191,9,0,8,94
SIDDHARTHANAGAR MUNICIPALITY,446,663,361,10486,30,0,27,484
SIKTAHAN,261,253,553,722,12,0,19,23
SILAUTIYA,270,13,105,875,1,0,1,29
SIPAWA,213,21,125,613,0,0,1,4
SAURAHA PHARSATIKAR,103,278,183,1414,1,0,6,7
SURYAPURA,650,283,964,1285,5,0,8,17
TENUHAWA,156,98,150,998,6,0,3,24
THUMHAWA PIPARHAWA,60,10,75,444,0,0,1,2
TIKULIGADH,167,313,392,1695,9,0,8,8
TOTAL,14665,25350,19440,100815,441,0,624,2500
