VDC/MUNICIPALITY,NO_DISABILITY_BOTH_SEX,NO_DISABILITY_MALE,NO_DISABILITY_FEMALE,PHYSICAL_BOTH_SEX,PHYSICAL_MALE,PHYSICAL_FEMALE,BLINDNESS_LOW_VISION_BOTH_SEX,BLINDNESS_LOW_VISION_MALE,BLINDNESS_LOW_VISION_FEMALE,DEAF_HEARING_BOTH_SEX,DEAF_HEARING_MALE,DEAF_HEARING_FEMALE,DEAF_BLIND_BOTH_SEX,DEAF_BLIND_MALE,DEAF_BLIND_FEMALE,SPEECH_PROBLEM_BOTH_SEX,SPEECH_PROBLEM_MALE,SPEECH_PROBLEM_FEMALE,MENTAL_DISABILITY_BOTH_SEX,MENTAL_DISABILITY_MALE,MENTAL_DISABILITY_FEMALE,INTELLECTUAL_DISABILITY_BOTH_SEX,INTELLECTUAL_DISABILITY_MALE,INTELLECTUAL_DISABILITY_FEMALE,MULTIPLE_DISABILITY_BOTH_SEX,MULTIPLE_DISABILITY_MALE,MULTIPLE_DISABILITY_FEMALE
ANARMANI,42277,20651,21626,185,111,74,59,34,25,54,28,26,3,2,1,57,26,31,37,20,17,7,2,5,33,18,15
ARJUNDHARA,19655,9230,10425,142,79,63,47,22,25,85,50,35,3,1,2,80,43,37,29,11,18,10,8,2,52,22,30
BAHUNDANGI,23314,10849,12465,159,85,74,51,18,33,91,50,41,6,2,4,96,50,46,44,23,21,15,7,8,46,21,25
BAIGUNDHURA,5516,2577,2939,22,14,8,24,17,7,17,8,9,3,2,1,20,7,13,10,4,6,7,5,2,21,9,12
BALUBADI,5460,2584,2876,32,26,6,7,3,4,11,4,7,0,0,0,17,11,6,6,2,4,0,0,0,2,2,0
BANIYANI,6297,2945,3352,67,42,25,25,16,9,26,16,10,0,0,0,14,7,7,15,10,5,5,3,2,9,4,5
BHADRAPUR MUNICIPALITY,17915,8735,9180,110,69,41,49,25,24,29,15,14,2,2,0,27,14,13,17,9,8,8,5,3,7,6,1
BUDHABARE,22448,10674,11774,172,103,69,56,33,23,97,53,44,5,3,2,70,31,39,32,11,21,14,8,6,42,22,20
CHAKCHAKI,9890,4545,5345,137,76,61,39,21,18,29,15,14,1,0,1,41,27,14,28,12,16,2,2,0,35,18,17
CHANDRAGADHI,18571,8798,9773,153,91,62,56,27,29,66,40,26,4,3,1,37,19,18,25,17,8,8,2,6,29,16,13
CHARPANE,17191,8351,8840,117,64,53,33,16,17,28,16,12,0,0,0,27,16,11,20,8,12,17,11,6,29,16,13
DAMAK MUNICIPALITY,73894,34771,39123,468,297,171,178,95,83,199,96,103,21,12,9,149,76,73,84,39,45,32,14,18,77,38,39
DANGIBARI,7555,3451,4104,77,49,28,30,18,12,24,16,8,5,3,2,35,21,14,13,11,2,6,2,4,16,10,6
DHAIJAN,9625,4442,5183,70,42,28,20,12,8,36,18,18,0,0,0,31,22,9,7,0,7,6,1,5,25,7,18
DHARAMPUR,13813,6218,7595,94,52,42,47,21,26,40,21,19,1,0,1,32,21,11,19,7,12,9,6,3,36,21,15
DUWAGADHI,10379,4826,5553,95,57,38,30,15,15,58,23,35,5,5,0,60,30,30,28,17,11,23,11,12,19,10,9
GARAMANI,21299,10145,11154,138,81,57,58,29,29,56,23,33,5,4,1,65,34,31,44,23,21,15,7,8,24,12,12
GAURADAHA,14467,6727,7740,113,68,45,40,23,17,66,36,30,8,3,5,25,14,11,26,12,14,6,4,2,20,10,10
GAURIGANJ,10607,5075,5532,16,11,5,4,4,0,8,6,2,4,2,2,15,7,8,6,3,3,6,3,3,7,2,5
GHAILADUBBA,12470,5806,6664,72,47,25,19,10,9,37,21,16,2,1,1,33,20,13,14,6,8,0,0,0,24,13,11
GHERABARI,6843,3237,3606,44,27,17,33,22,11,14,5,9,1,1,0,16,8,8,9,4,5,7,3,4,11,5,6
GOLDHAP,7450,3400,4050,67,38,29,32,16,16,34,17,17,2,2,0,17,8,9,10,8,2,8,3,5,30,17,13
HALDIBARI,7780,3644,4136,53,34,19,15,7,8,21,12,9,2,1,1,18,10,8,11,5,6,8,5,3,12,3,9
JALTHAL,13041,5920,7121,99,57,42,49,31,18,40,16,24,4,2,2,37,20,17,23,12,11,10,5,5,60,27,33
JUROPANI,11378,5488,5890,96,52,44,35,19,16,28,19,9,3,1,2,31,17,14,28,14,14,6,3,3,30,17,13
JYAMIRGADHI,9676,4666,5010,59,37,22,20,13,7,17,8,9,5,3,2,23,16,7,19,8,11,11,4,7,23,10,13
KECHANA,5862,2796,3066,45,28,17,21,8,13,13,9,4,0,0,0,5,4,1,4,2,2,0,0,0,7,3,4
KHAJURGACHHI,9366,4595,4771,63,41,22,13,11,2,3,3,0,0,0,0,9,5,4,7,4,3,0,0,0,8,3,5
KHUDUNABARI,14684,6823,7861,88,47,41,38,23,15,57,30,27,2,0,2,73,43,30,32,16,16,10,7,3,47,22,25
KOHABARA,10043,4698,5345,116,66,50,43,25,18,48,22,26,6,3,3,33,22,11,16,7,9,3,0,3,18,12,6
KOROBARI,5891,2843,3048,37,19,18,36,19,17,27,15,12,1,0,1,14,6,8,8,3,5,1,0,1,11,8,3
KUMARKHOD,9441,4577,4864,59,37,22,21,10,11,15,9,6,2,2,0,26,14,12,9,3,6,3,3,0,9,6,3
LAKHANPUR,20002,9245,10757,182,105,77,33,17,16,49,21,28,3,1,2,57,31,26,40,17,23,20,10,10,33,21,12
MAHABHARA,6741,3174,3567,47,31,16,15,9,6,17,12,5,8,7,1,17,8,9,5,3,2,1,0,1,15,6,9
MAHARANIJHODA,10410,4765,5645,84,56,28,37,24,13,42,21,21,3,1,2,30,14,16,25,17,8,10,6,4,20,7,13
MAHESHPUR,12902,6115,6787,99,61,38,26,16,10,31,17,14,2,2,0,25,17,8,22,9,13,11,6,5,18,8,10
MECHINAGAR MUNICIPALITY,56663,27101,29562,300,179,121,117,62,55,142,76,66,3,1,2,145,76,69,63,32,31,19,6,13,93,55,38
PANCHGACHHI,10569,4929,5640,82,49,33,26,8,18,38,17,21,0,0,0,31,16,15,35,23,12,6,4,2,29,16,13
PATHAMARI,4294,2014,2280,19,12,7,15,9,6,13,6,7,0,0,0,6,3,3,7,3,4,2,1,1,2,1,1
PATHARIYA,10104,4753,5351,57,26,31,24,12,12,18,7,11,1,0,1,17,9,8,12,5,7,4,3,1,15,6,9
PRITHIVINAGAR,14816,6560,8256,160,100,60,74,27,47,77,38,39,3,3,0,62,28,34,47,26,21,11,7,4,34,25,9
RAJGADH,15346,7221,8125,158,102,56,45,25,20,40,21,19,4,3,1,35,14,21,29,11,18,11,5,6,22,11,11
SANISCHARE,24557,11664,12893,204,117,87,62,37,25,75,38,37,1,0,1,67,35,32,42,25,17,17,8,9,46,24,22
SATASIDHAM,25710,11802,13908,161,103,58,59,32,27,69,35,34,3,2,1,60,34,26,41,18,23,12,4,8,56,28,28
SHANTINAGAR,18188,8432,9756,177,115,62,45,30,15,67,36,31,12,11,1,68,36,32,35,18,17,20,8,12,37,18,19
SHARANAMATI,14447,6873,7574,87,53,34,58,27,31,40,21,19,14,6,8,34,23,11,21,11,10,26,12,14,34,17,17
SHIVAGANJ,13273,6101,7172,71,39,32,42,19,23,27,19,8,3,1,2,33,14,19,26,14,12,12,7,5,31,14,17
SURUNGA,27010,12369,14641,150,84,66,63,36,27,65,31,34,2,0,2,74,44,30,35,19,16,21,8,13,50,21,29
TAGHANDUBBA,10052,4888,5164,63,35,28,38,21,17,20,10,10,4,3,1,29,20,9,14,7,7,1,1,0,34,14,20
TOPGACHHI,23532,10610,12922,124,70,54,63,33,30,55,26,29,8,4,4,55,34,21,35,18,17,12,4,8,62,29,33
INSTITUTIONAL,4560,3927,633,34,28,6,22,13,9,48,28,20,2,2,0,11,8,3,28,13,15,0,0,0,11,9,2
