VDC/MUNICIPALITY,NO_DISABILITY_BOTH_SEX,NO_DISABILITY_MALE,NO_DISABILITY_FEMALE,PHYSICAL_BOTH_SEX,PHYSICAL_MALE,PHYSICAL_FEMALE,BLINDNESS_LOW_VISION_BOTH_SEX,BLINDNESS_LOW_VISION_MALE,BLINDNESS_LOW_VISION_FEMALE,DEAF_HEARING_BOTH_SEX,DEAF_HEARING_MALE,DEAF_HEARING_FEMALE,DEAF_BLIND_BOTH_SEX,DEAF_BLIND_MALE,DEAF_BLIND_FEMALE,SPEECH_PROBLEM_BOTH_SEX,SPEECH_PROBLEM_MALE,SPEECH_PROBLEM_FEMALE,MENTAL_DISABILITY_BOTH_SEX,MENTAL_DISABILITY_MALE,MENTAL_DISABILITY_FEMALE,INTELLECTUAL_DISABILITY_BOTH_SEX,INTELLECTUAL_DISABILITY_MALE,INTELLECTUAL_DISABILITY_FEMALE,MULTIPLE_DISABILITY_BOTH_SEX,MULTIPLE_DISABILITY_MALE,MULTIPLE_DISABILITY_FEMALE
ATARPUR,2175,1031,1144,1,1,0,2,0,2,3,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
BADEGAU,5216,2448,2768,61,42,19,20,11,9,21,14,7,3,1,2,18,10,8,6,3,3,6,3,3,2,2,0
BANSBARI,4958,2335,2623,38,24,14,17,9,8,17,11,6,2,2,0,7,2,5,6,4,2,1,1,0,10,7,3
BANSKHARKA,2218,1146,1072,13,8,5,7,3,4,11,6,5,0,0,0,3,2,1,4,2,2,0,0,0,3,3,0
BARAMCHI,3191,1580,1611,13,10,3,11,5,6,16,8,8,1,0,1,9,5,4,2,1,1,1,0,1,4,1,3
BARHABISE,6898,3401,3497,65,37,28,21,10,11,53,22,31,8,6,2,31,20,11,9,2,7,4,2,2,28,19,9
BARUWA,1767,893,874,23,14,9,16,8,8,11,8,3,0,0,0,8,5,3,1,0,1,1,1,0,4,3,1
BATASE,4776,2215,2561,35,21,14,14,4,10,23,16,7,0,0,0,19,8,11,5,3,2,4,3,1,6,3,3
BHIMTAR,4437,2038,2399,43,28,15,19,6,13,5,4,1,0,0,0,9,4,5,4,1,3,3,0,3,6,3,3
BHOTASIPA,4556,2041,2515,26,18,8,14,9,5,9,8,1,0,0,0,4,2,2,1,0,1,1,1,0,7,5,2
BHOTE NAMLANG,3459,1732,1727,44,24,20,17,9,8,3,3,0,1,0,1,15,8,7,2,2,0,5,3,2,5,2,3
BHOTECHAUR,4674,2224,2450,25,12,13,17,12,5,12,4,8,4,3,1,8,3,5,8,6,2,0,0,0,4,2,2
CHOKATI,2439,1135,1304,18,14,4,8,2,6,9,3,6,2,1,1,16,7,9,1,0,1,1,1,0,3,0,3
CHAUTARA,5849,2848,3001,49,30,19,27,14,13,10,3,7,0,0,0,10,8,2,5,2,3,0,0,0,2,2,0
DHUMTHANG,3691,1750,1941,26,15,11,16,7,9,15,8,7,1,1,0,14,9,5,3,2,1,1,1,0,13,5,8
DUBACHOUR,5621,2722,2899,47,31,16,15,6,9,10,6,4,0,0,0,8,3,5,6,3,3,0,0,0,6,2,4
FATAKSHILA,4232,2110,2122,22,11,11,4,3,1,4,2,2,2,2,0,14,7,7,7,3,4,0,0,0,1,0,1
FULPINGDANDA,4619,2214,2405,88,47,41,32,11,21,13,4,9,2,1,1,17,9,8,6,3,3,5,4,1,20,12,8
FULPINGKATTI,3132,1610,1522,56,32,24,21,12,9,36,24,12,3,1,2,25,14,11,3,1,2,3,1,2,18,9,9
FULPINGKOT,3699,1710,1989,50,26,24,26,14,12,14,7,7,1,1,0,12,6,6,5,3,2,3,2,1,5,2,3
GATI,3948,1952,1996,25,17,8,12,8,4,10,7,3,1,1,0,15,10,5,8,3,5,6,3,3,1,0,1
GHORTHALI,1781,881,900,38,26,12,6,3,3,41,25,16,6,2,4,9,6,3,2,0,2,0,0,0,14,7,7
DHUSKUN,2768,1250,1518,87,46,41,7,3,4,27,17,10,0,0,0,11,6,5,5,1,4,3,2,1,18,11,7
GLOCHE,3536,1767,1769,40,26,14,18,10,8,8,6,2,0,0,0,4,4,0,1,1,0,3,2,1,1,1,0
GUMBA,3409,1718,1691,6,3,3,7,2,5,2,2,0,2,2,0,4,0,4,1,0,1,0,0,0,0,0,0
GUNSAKOT,1860,973,887,16,11,5,6,3,3,13,9,4,1,1,0,5,3,2,0,0,0,0,0,0,1,0,1
HAGAM,3785,1837,1948,11,7,4,20,13,7,15,8,7,4,2,2,9,6,3,1,0,1,2,1,1,0,0,0
