VDC/MUNICIPALITY,NO_DISABILITY_BOTH_SEX,NO_DISABILITY_MALE,NO_DISABILITY_FEMALE,PHYSICAL_BOTH_SEX,PHYSICAL_MALE,PHYSICAL_FEMALE,BLINDNESS_LOW_VISION_BOTH_SEX,BLINDNESS_LOW_VISION_MALE,BLINDNESS_LOW_VISION_FEMALE,DEAF_HEARING_BOTH_SEX,DEAF_HEARING_MALE,DEAF_HEARING_FEMALE,DEAF_BLIND_BOTH_SEX,DEAF_BLIND_MALE,DEAF_BLIND_FEMALE,SPEECH_PROBLEM_BOTH_SEX,SPEECH_PROBLEM_MALE,SPEECH_PROBLEM_FEMALE,MENTAL_DISABILITY_BOTH_SEX,MENTAL_DISABILITY_MALE,MENTAL_DISABILITY_FEMALE,INTELLECTUAL_DISABILITY_BOTH_SEX,INTELLECTUAL_DISABILITY_MALE,INTELLECTUAL_DISABILITY_FEMALE,MULTIPLE_DISABILITY_BOTH_SEX,MULTIPLE_DISABILITY_MALE,MULTIPLE_DISABILITY_FEMALE
ANEKOT,7038,3365,3673,9,4,5,14,7,7,9,5,4,1,0,1,15,8,7,9,4,5,1,0,1,4,3,1
BALDTHALI,2648,1176,1472,22,14,8,1,0,1,7,5,2,1,1,0,7,5,2,5,2,3,1,1,0,3,1,2
BALTING,2562,1214,1348,15,6,9,2,0,2,2,0,2,0,0,0,2,1,1,3,1,2,1,0,1,3,2,1
BALUWAPATI DEUPUR,5955,2904,3051,30,16,14,18,8,10,3,3,0,2,1,1,1,1,0,8,6,2,0,0,0,6,4,2
BANAKHU CHOR,4473,2211,2262,38,25,13,5,3,2,5,2,3,2,1,1,17,10,7,2,1,1,3,1,2,9,2,7
BANEPA MUNICIPALITY,24530,12199,12331,80,44,36,31,16,15,40,22,18,8,5,3,31,17,14,17,9,8,9,4,5,18,9,9
BEKHSIMLE GHARTIGAUN,1160,543,617,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BHIMKHORI,5429,2500,2929,29,16,13,18,6,12,14,5,9,2,1,1,14,7,7,7,4,3,4,2,2,7,3,4
BHUMLUTAR,1840,841,999,17,8,9,6,4,2,10,7,3,0,0,0,7,2,5,2,1,1,1,1,0,2,0,2
BIRTADEURALI,2228,984,1244,19,10,9,3,1,2,7,6,1,0,0,0,6,4,2,5,1,4,2,1,1,2,0,2
BOLDE FEDICHE,1995,894,1101,13,6,7,3,3,0,3,1,2,1,0,1,3,2,1,4,1,3,1,1,0,18,8,10
BUDHAKHANI,3870,1859,2011,27,12,15,16,10,6,10,5,5,0,0,0,7,2,5,2,2,0,6,2,4,3,2,1
CHALAL GANESHSTHAN,3909,1755,2154,16,9,7,5,4,1,11,3,8,0,0,0,21,8,13,6,3,3,1,1,0,4,2,2
CHANDENI MANDAN,3220,1472,1748,22,18,4,5,2,3,3,1,2,1,1,0,8,3,5,4,3,1,1,0,1,1,0,1
CHOUBAS,2027,919,1108,5,4,1,4,1,3,18,9,9,2,1,1,4,1,3,2,2,0,0,0,0,6,6,0
CHYAMRANGBESI,1598,800,798,17,9,8,4,3,1,3,2,1,0,0,0,2,1,1,0,0,0,1,0,1,4,1,3
CHYASING KHARKA,2728,1248,1480,28,17,11,7,2,5,7,5,2,3,3,0,12,8,4,1,1,0,0,0,0,3,1,2
DANDAGAUN,3074,1478,1596,15,7,8,4,1,3,2,0,2,3,3,0,4,4,0,0,0,0,0,0,0,2,1,1
DAPCHA CHATREBHANJH,2721,1257,1464,15,8,7,12,5,7,5,3,2,0,0,0,5,4,1,6,3,3,0,0,0,2,1,1
DARAUNE POKHARI,2632,1177,1455,23,14,9,6,3,3,2,1,1,6,4,2,7,4,3,4,2,2,0,0,0,4,2,2
DEWABHUMI BALUWA,7041,3288,3753,31,11,20,18,9,9,16,6,10,4,2,2,8,4,4,12,4,8,5,2,3,3,3,0
