VDC/MUNICIPALITY,BEGINNER_BOTH_SEX,BEGINNER_MALE,BEGINNER_FEMALE,PRIMARY_1_5_BOTH_SEX,PRIMARY_1_5_MALE,PRIMARY_1_5_FEMALE,LOWER_SECONDARY_6_8_BOTH_SEX,LOWER_SECONDARY_6_8_MALE,LOWER_SECONDARY_6_8_FEMALE,SECONDARY_9_10_BOTH_SEX,SECONDARY_9_10_MALE,SECONDARY_9_10_FEMALE,SLC_AND_EQUIVALENT_BOTH_SEX,SLC_AND_EQUIVALENT_MALE,SLC_AND_EQUIVALENT_FEMALE,INTERMEDIATE_BOTH_SEX,INTERMEDIATE_MALE,INTERMEDIATE_FEMALE,GRADUATE_BOTH_SEX,GRADUATE_MALE,GRADUATE_FEMALE,POST_GRADUATE_AND_ABOVE_BOTH_SEX,POST_GRADUATE_AND_ABOVE_MALE,POST_GRADUATE_AND_ABOVE_FEMALE,OTHERS_BOTH_SEX,OTHERS_MALE,OTHERS_FEMALE,NON_FORMAL_BOTH_SEX,NON_FORMAL_MALE,NON_FORMAL_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE
AJAYAMERU,111,56,55,999,503,496,567,342,225,300,199,101,105,75,30,95,62,33,40,29,11,18,17,1,4,3,1,68,39,29,9,2,7
ALITAL,593,309,284,4263,2234,2029,1797,1078,719,609,370,239,326,213,113,200,146,54,46,39,7,7,7,0,9,6,3,295,125,170,41,15,26
AMARGADHI MUNICIPALITY,686,401,285,4895,2557,2338,3023,1614,1409,2062,1225,837,1030,618,412,1176,732,444,469,333,136,194,170,24,12,7,5,237,110,127,7,4,3
ASHIGRAM,198,100,98,931,494,437,539,307,232,289,174,115,78,47,31,95,58,37,18,15,3,2,2,0,0,0,0,36,10,26,2,1,1
BAGARKOT,187,89,98,1324,707,617,701,434,267,343,242,101,131,96,35,94,61,33,28,24,4,2,1,1,3,3,0,23,15,8,1,0,1
BELAPUR,220,118,102,2079,1081,998,926,546,380,383,247,136,145,100,45,99,67,32,23,23,0,9,9,0,10,8,2,97,53,44,3,1,2
BHADRAPUR,33,20,13,568,285,283,383,204,179,216,125,91,64,39,25,74,48,26,26,23,3,7,7,0,3,2,1,40,8,32,3,3,0
BHAGESWOR,105,54,51,1188,625,563,506,292,214,252,163,89,105,66,39,95,63,32,21,17,4,5,5,0,4,2,2,8,5,3,16,7,9
CHIPUR,55,27,28,775,407,368,401,231,170,180,113,67,116,70,46,52,41,11,19,16,3,4,4,0,1,1,0,128,40,88,2,1,1
DEWAL DIBYAPUR,179,79,100,1567,801,766,778,473,305,295,189,106,139,86,53,87,66,21,32,28,4,6,6,0,0,0,0,173,103,70,3,3,0
GANESHPUR,173,91,82,907,463,444,511,257,254,208,111,97,148,80,68,67,43,24,16,10,6,7,6,1,4,2,2,135,34,101,8,4,4
GANKHET,86,49,37,1700,942,758,693,396,297,284,193,91,87,64,23,97,65,32,18,15,3,3,3,0,11,7,4,51,16,35,9,2,7
JOGBUDA,830,454,376,6195,3277,2918,2882,1644,1238,1293,786,507,642,449,193,422,277,145,89,78,11,21,20,1,7,3,4,313,123,190,46,25,21
KAILAPALAMANDAU,221,105,116,1290,739,551,481,271,210,182,110,72,119,79,40,58,41,17,17,16,1,0,0,0,4,2,2,14,3,11,4,2,2
KOTELI,213,115,98,1352,700,652,580,295,285,244,146,98,123,80,43,70,42,28,23,19,4,6,6,0,3,0,3,40,6,34,10,5,5
MANILEK,112,56,56,1322,710,612,532,271,261,232,146,86,79,45,34,48,34,14,8,8,0,5,5,0,0,0,0,44,24,20,3,1,2
MASHTAMANDAU,133,59,74,938,445,493,451,227,224,148,83,65,118,70,48,52,36,16,11,9,2,3,3,0,2,0,2,6,2,4,10,3,7
NAWADURGA,68,40,28,979,482,497,422,215,207,210,115,95,109,66,43,42,26,16,5,5,0,1,1,0,2,0,2,94,62,32,2,1,1
RUPAL,135,66,69,1948,1002,946,858,506,352,341,242,99,139,97,42,106,67,39,25,22,3,5,5,0,4,4,0,116,35,81,8,3,5
SAMEJEE,40,18,22,599,311,288,401,224,177,179,123,56,154,97,57,76,48,28,31,26,5,2,2,0,1,0,1,3,2,1,3,1,2
SIRSHA,379,193,186,4096,2192,1904,1857,1012,845,806,521,285,304,192,112,308,203,105,70,55,15,17,17,0,7,7,0,172,91,81,94,63,31
INSTITUTIONAL,23,18,5,110,101,9,461,455,6,224,220,4,145,130,15,72,65,7,17,17,0,10,10,0,0,0,0,23,19,4,0,0,0
