VDC/MUNICIPALITY,BEGINNER_BOTH_SEX,BEGINNER_MALE,BEGINNER_FEMALE,PRIMARY_1_5_BOTH_SEX,PRIMARY_1_5_MALE,PRIMARY_1_5_FEMALE,LOWER_SECONDARY_6_8_BOTH_SEX,LOWER_SECONDARY_6_8_MALE,LOWER_SECONDARY_6_8_FEMALE,SECONDARY_9_10_BOTH_SEX,SECONDARY_9_10_MALE,SECONDARY_9_10_FEMALE,SLC_AND_EQUIVALENT_BOTH_SEX,SLC_AND_EQUIVALENT_MALE,SLC_AND_EQUIVALENT_FEMALE,INTERMEDIATE_BOTH_SEX,INTERMEDIATE_MALE,INTERMEDIATE_FEMALE,GRADUATE_BOTH_SEX,GRADUATE_MALE,GRADUATE_FEMALE,POST_GRADUATE_AND_ABOVE_BOTH_SEX,POST_GRADUATE_AND_ABOVE_MALE,POST_GRADUATE_AND_ABOVE_FEMALE,OTHERS_BOTH_SEX,OTHERS_MALE,OTHERS_FEMALE,NON_FORMAL_BOTH_SEX,NON_FORMAL_MALE,NON_FORMAL_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE
AHALE,148,75,73,901,480,421,567,267,300,346,177,169,230,117,113,36,20,16,13,9,4,1,0,1,0,0,0,535,291,244,4,4,0
ANKHISALLA,104,43,61,1314,658,656,818,422,396,443,220,223,364,164,200,81,44,37,23,19,4,7,7,0,2,1,1,432,205,227,3,1,2
ARKHAULE JITPUR,55,30,25,1034,521,513,624,302,322,372,227,145,285,145,140,111,59,52,32,21,11,11,9,2,3,3,0,69,26,43,2,1,1
BASANTATAR,114,59,55,736,392,344,432,185,247,226,102,124,127,64,63,37,13,24,18,13,5,3,3,0,1,0,1,193,72,121,1,0,1
BELHARA,127,65,62,1576,865,711,952,488,464,493,253,240,355,191,164,120,78,42,41,30,11,17,15,2,1,1,0,494,194,300,3,0,3
BHIRGAUN,45,22,23,1426,708,718,684,341,343,423,229,194,244,142,102,64,32,32,24,16,8,1,0,1,4,2,2,5,3,2,1,0,1
BODHE,72,43,29,776,424,352,460,195,265,287,144,143,160,81,79,44,19,25,12,7,5,2,1,1,2,0,2,256,105,151,2,0,2
CHHA NAMBAR BUDHABARE,76,29,47,537,286,251,248,131,117,177,94,83,105,50,55,49,37,12,14,12,2,5,4,1,1,1,0,182,45,137,1,0,1
BUDI MORANG,68,39,29,1156,641,515,562,262,300,352,146,206,119,63,56,65,37,28,16,9,7,4,2,2,2,2,0,116,37,79,4,0,4
CHANUWA,19,12,7,1092,512,580,550,286,264,268,145,123,261,130,131,54,32,22,18,14,4,6,6,0,2,2,0,107,48,59,3,2,1
CHHINTANG,344,184,160,2414,1267,1147,1199,630,569,687,335,352,513,254,259,118,67,51,44,34,10,7,3,4,2,2,0,440,213,227,2,0,2
CHUNGWANG,34,18,16,896,466,430,586,272,314,559,285,274,288,134,154,72,39,33,25,19,6,7,6,1,2,2,0,311,137,174,7,3,4
DANDA BAZAR,71,39,32,765,417,348,422,193,229,264,125,139,161,84,77,61,31,30,24,14,10,7,4,3,4,2,2,177,66,111,0,0,0
DANDAGAUN,9,6,3,720,350,370,316,139,177,178,87,91,137,74,63,40,24,16,10,8,2,3,3,0,2,1,1,41,18,23,1,1,0
DHANKUTA MUNICIPALITY,779,433,346,5477,2802,2675,3714,1824,1890,2675,1230,1445,3251,1583,1668,2248,1127,1121,806,499,307,338,263,75,8,3,5,1208,505,703,46,24,22
FAKSIB,25,12,13,446,240,206,244,135,109,97,46,51,63,26,37,17,14,3,11,10,1,1,1,0,1,1,0,21,9,12,1,0,1
FALATE,125,68,57,725,403,322,391,188,203,231,109,122,127,55,72,28,11,17,11,9,2,1,1,0,1,1,0,60,14,46,0,0,0
GHORLIKHARKA,15,7,8,759,414,345,297,141,156,190,103,87,120,55,65,39,24,15,16,9,7,1,1,0,0,0,0,61,37,24,3,1,2
HATHIKHARKA,161,84,77,1243,688,555,776,376,400,451,205,246,249,116,133,68,42,26,22,12,10,6,6,0,4,1,3,325,166,159,6,2,4
KHOKU,131,73,58,874,483,391,541,274,267,410,226,184,278,120,158,54,31,23,16,11,5,8,4,4,2,0,2,123,40,83,2,0,2
KHUWAPHOK,45,18,27,600,306,294,307,149,158,185,86,99,89,49,40,43,20,23,8,5,3,1,1,0,2,2,0,166,80,86,1,1,0
KURULE TENUPA,75,38,37,1107,555,552,533,268,265,265,118,147,179,91,88,86,51,35,16,14,2,8,7,1,0,0,0,169,82,87,5,3,2
LEGUWA,151,80,71,1130,580,550,691,359,332,431,239,192,357,182,175,93,53,40,37,32,5,8,6,2,2,2,0,225,113,112,0,0,0
MAHABHARAT,76,38,38,939,507,432,667,323,344,318,157,161,172,83,89,46,33,13,7,6,1,0,0,0,2,0,2,297,177,120,2,2,0
MAREK KATAHARE,145,78,67,1513,766,747,939,450,489,533,291,242,467,256,211,93,61,32,43,33,10,9,9,0,3,2,1,451,238,213,2,0,2
MAUNABUDHUK,24,14,10,628,323,305,412,174,238,224,94,130,181,77,104,54,33,21,25,16,9,6,6,0,2,1,1,176,77,99,4,2,2
MUDHEBAS,74,37,37,864,466,398,371,172,199,201,82,119,97,48,49,53,32,21,7,7,0,1,0,1,2,0,2,99,44,55,1,0,1
MUGA,72,42,30,1015,514,501,622,326,296,431,204,227,223,110,113,65,37,28,21,13,8,4,4,0,3,3,0,236,123,113,16,6,10
MURTIDHUNGA,117,58,59,1058,561,497,616,290,326,391,199,192,330,162,168,83,59,24,21,17,4,5,4,1,1,0,1,297,141,156,0,0,0
PAKHRIBAS,149,67,82,1021,529,492,735,346,389,522,259,263,545,277,268,148,90,58,52,36,16,24,21,3,1,0,1,268,106,162,7,2,5
PAREWADIN,238,144,94,1736,889,847,1202,589,613,653,331,322,565,260,305,127,78,49,42,36,6,12,11,1,0,0,0,185,101,84,11,5,6
RAJA RANI,83,46,37,696,348,348,439,221,218,232,112,120,165,90,75,53,29,24,21,15,6,5,5,0,0,0,0,31,17,14,5,2,3
SANNE,165,87,78,965,497,468,560,262,298,426,204,222,181,92,89,53,29,24,21,17,4,6,4,2,1,0,1,87,45,42,5,1,4
TANKHUWA,21,11,10,1145,582,563,628,283,345,485,236,249,309,162,147,60,36,24,43,27,16,7,6,1,1,0,1,90,41,49,14,4,10
TELIA,63,29,34,535,280,255,333,152,181,202,98,104,146,75,71,25,15,10,12,11,1,1,1,0,0,0,0,147,85,62,0,0,0
VEDETAR,56,30,26,914,488,426,468,229,239,255,135,120,200,109,91,61,43,18,35,22,13,7,6,1,4,1,3,107,39,68,2,2,0
INSTITUTIONAL,26,18,8,182,154,28,559,539,20,355,307,48,669,646,23,163,157,6,32,30,2,5,5,0,2,2,0,2,1,1,0,0,0
