VDC/MUNICIPALITY,HOUSEHOLD,TOTAL_POPULATION,MALE_POPULATION,FEMALE_POPULATION,AVERAGE_HOUSEHOLD_SIZE,SEX_RATIO
TOTAL,42664,206312,97092,109220,4.835739733733359,88.89580662882256
AINSELUKHARKA,652,2995,1407,1588,4.593558282208589,88.60201511335013
ARKHAULE,662,3344,1572,1772,5.051359516616314,88.71331828442437
BADAHARE,318,1477,674,803,4.644654088050315,83.93524283935243
BADAKA DIYALE,508,2464,1151,1313,4.850393700787402,87.66184310738765
BAHUNIDANDA,524,2838,1432,1406,5.416030534351145,101.84921763869133
BAKACHOL,623,2909,1372,1537,4.669341894060995,89.26480156148341
BAKSILA,737,3261,1569,1692,4.424694708276798,92.73049645390071
BAMRANG,648,2876,1290,1586,4.438271604938271,81.33669609079445
BARAHAPOKHARI,716,3830,1879,1951,5.349162011173185,96.30958482829318
BASPANI,355,1569,746,823,4.419718309859155,90.64398541919806
BATASE,797,3977,1844,2133,4.989962358845672,86.4510079699953
BIJAYA KHARKA,520,2542,1123,1419,4.888461538461539,79.14023960535589
BUIPA,984,4538,2120,2418,4.611788617886178,87.67576509511993
CHHITAPOKHARI,381,1965,918,1047,5.15748031496063,87.67908309455588
CHHORAMBU,479,2353,1137,1216,4.912317327766179,93.50328947368422
CHIPRING,239,1103,520,583,4.615062761506276,89.19382504288164
CHISAPANI,911,4422,2144,2278,4.854006586169045,94.11764705882352
CHYANDADA,589,2906,1341,1565,4.933786078098472,85.68690095846645
CHYASMITAR,548,2786,1294,1492,5.083941605839416,86.72922252010724
DAMARKHUSHIVALAYA,556,2734,1324,1410,4.91726618705036,93.90070921985816
DANDAGAUN,537,2562,1190,1372,4.770949720670391,86.73469387755102
DEVISTHAN,416,2161,1034,1127,5.194711538461538,91.74800354924578
DHITUNG,535,2726,1278,1448,5.095327102803738,88.25966850828729
DIKTEL,1967,8867,4298,4569,4.507880020335536,94.06872400963012
DIKUWA,448,2465,1193,1272,5.502232142857143,93.78930817610063
DIPLUNG,424,1878,887,991,4.429245283018868,89.50554994954591
DORPACHIURIDADA,1149,5548,2513,3035,4.828546562228024,82.8006589785832
DUBEKOLDADA,345,1669,773,896,4.83768115942029,86.27232142857143
DUMRE DHARAPANI,543,2662,1239,1423,4.902394106813996,87.0695713281799
DURCHHIM,714,3597,1650,1947,5.03781512605042,84.7457627118644
FAKTANG,428,2176,1025,1151,5.08411214953271,89.0529973935708
HAUNCHUR,492,2233,962,1271,4.538617886178862,75.68843430369787
INDRANIPOKHARI,603,2886,1346,1540,4.786069651741293,87.40259740259741
JALAPA,573,2539,1161,1378,4.431064572425829,84.25253991291727
JYAMIRE,280,1307,636,671,4.667857142857143,94.7839046199702
KAHULE,362,1694,777,917,4.679558011049724,84.7328244274809
KHALLE,648,3192,1511,1681,4.925925925925926,89.88697204045211
KHARMI,751,3499,1582,1917,4.659121171770972,82.52477829942619
KHARPA,430,2157,1049,1108,5.0162790697674415,94.67509025270758
KHARTANCHHA,439,1841,894,947,4.193621867881549,94.40337909186906
KHIDIMA,411,2088,992,1096,5.08029197080292,90.51094890510949
KHOTANGBAZAR,452,1996,909,1087,4.415929203539823,83.62465501379944
KUVINDE,420,1931,906,1025,4.597619047619047,88.39024390243902
LAFYANG,595,2858,1315,1543,4.803361344537815,85.22359040829552
LAMIDADA,563,2717,1249,1468,4.825932504440497,85.08174386920982
LICHKIRAMCHE,703,3590,1701,1889,5.1066856330014225,90.04764425622022
LINKUWAPOKHARI,461,2269,1047,1222,4.921908893709327,85.67921440261865
MAGPA,436,1895,877,1018,4.3463302752293576,86.14931237721022
MAHADEVASTHAN,583,2767,1299,1468,4.746140651801029,88.48773841961854
MANGALTAR,440,2278,1113,1165,5.177272727272728,95.53648068669528
MATTIM BIRTA,857,4090,1944,2146,4.772462077012835,90.58713886300093
MAUWABOTE,276,1410,631,779,5.108695652173913,81.0012836970475
NERPA,646,3009,1364,1645,4.657894736842105,82.91793313069908
NIRMALIDADA,393,1967,863,1104,5.005089058524173,78.17028985507247
NUNTHALA,380,1596,719,877,4.2,81.98403648802737
PATHEKA,796,3872,1740,2132,4.864321608040201,81.61350844277673
PAUWASERA,398,2355,1144,1211,5.917085427135678,94.467382328654
PHEDI,680,3264,1518,1746,4.8,86.94158075601375
R.MAHESWORI,484,2330,1057,1273,4.81404958677686,83.03220738413198
RAJAPANI,707,3747,1791,1956,5.2998585572843,91.56441717791411
RAKHA BANGDEL,548,2525,1130,1395,4.607664233576642,81.00358422939068
RAKHA DIPSUNG,179,833,418,415,4.653631284916201,100.72289156626506
RATANCHHA,551,2510,1186,1324,4.55535390199637,89.57703927492447
JALESWORI,468,2136,977,1159,4.564102564102564,84.29680759275237
SA.CHHITAPOKHARI,564,2859,1376,1483,5.069148936170213,92.7848954821308
SALLE,359,1507,697,810,4.197771587743732,86.04938271604938
SAPTESWOR,447,2076,957,1119,4.644295302013423,85.52278820375335
SAUNECHAUR,458,2383,1142,1241,5.203056768558952,92.02256244963739
SAWAKATAHARE,580,2726,1295,1431,4.7,90.49615653389237
SIMPANI,666,3169,1465,1704,4.758258258258258,85.97417840375586
SUNGDEL,510,2444,1221,1223,4.792156862745098,99.83646770237122
SUNTALE,426,2195,1010,1185,5.152582159624413,85.23206751054853
TEMMA,777,3521,1599,1922,4.531531531531532,83.1945889698231
WOPLUKHA,491,2271,1015,1256,4.625254582484725,80.81210191082803
WOPUNG,506,2555,1254,1301,5.049407114624506,96.38739431206764
YAMKHA,605,2938,1293,1645,4.856198347107438,78.60182370820668
