VDC/MUNICIPALITY,NO_DISABILITY_BOTH_SEX,NO_DISABILITY_MALE,NO_DISABILITY_FEMALE,PHYSICAL_BOTH_SEX,PHYSICAL_MALE,PHYSICAL_FEMALE,BLINDNESS_LOW_VISION_BOTH_SEX,BLINDNESS_LOW_VISION_MALE,BLINDNESS_LOW_VISION_FEMALE,DEAF_HEARING_BOTH_SEX,DEAF_HEARING_MALE,DEAF_HEARING_FEMALE,DEAF_BLIND_BOTH_SEX,DEAF_BLIND_MALE,DEAF_BLIND_FEMALE,SPEECH_PROBLEM_BOTH_SEX,SPEECH_PROBLEM_MALE,SPEECH_PROBLEM_FEMALE,MENTAL_DISABILITY_BOTH_SEX,MENTAL_DISABILITY_MALE,MENTAL_DISABILITY_FEMALE,INTELLECTUAL_DISABILITY_BOTH_SEX,INTELLECTUAL_DISABILITY_MALE,INTELLECTUAL_DISABILITY_FEMALE,MULTIPLE_DISABILITY_BOTH_SEX,MULTIPLE_DISABILITY_MALE,MULTIPLE_DISABILITY_FEMALE
AALAPOT,3085,1521,1564,23,12,11,22,15,7,15,5,10,1,1,0,7,6,1,3,0,3,1,0,1,2,1,1
BAAD BHANJYANG,3759,1866,1893,4,1,3,3,2,1,3,1,2,1,0,1,3,1,2,3,2,1,0,0,0,3,0,3
BAJRAYOGINI (SANKHU),4297,2069,2228,16,9,7,5,1,4,7,5,2,0,0,0,5,2,3,1,0,1,0,0,0,2,0,2
BALAMBU,7258,3592,3666,21,12,9,7,4,3,14,6,8,1,0,1,9,5,4,7,3,4,1,1,0,5,2,3
BALUWA,5409,2679,2730,21,4,17,9,6,3,12,5,7,0,0,0,10,4,6,3,2,1,0,0,0,3,2,1
BHADRABAS,2353,1178,1175,11,7,4,4,1,3,8,3,5,1,0,1,2,2,0,3,2,1,6,2,4,0,0,0
BHIMDHUNGA,2870,1456,1414,15,8,7,10,6,4,5,3,2,0,0,0,4,2,2,5,3,2,0,0,0,6,6,0
BUDANILKANTHA,15273,7518,7755,54,31,23,11,6,5,32,19,13,4,4,0,14,8,6,13,8,5,2,1,1,18,9,9
CHALNAKHEL,4267,2047,2220,47,21,26,9,3,6,12,8,4,1,0,1,8,4,4,9,3,6,1,1,0,11,6,5
CHAPALI BHADRAKALI,10746,5301,5445,20,11,9,12,7,5,13,5,8,3,1,2,19,7,12,9,2,7,1,1,0,4,2,2
CHHAIMALE,4160,1947,2213,20,9,11,6,4,2,13,5,8,3,3,0,5,3,2,5,3,2,2,2,0,2,1,1
DAHACHOK,3950,1952,1998,18,10,8,15,5,10,18,9,9,3,1,2,6,2,4,9,3,6,6,2,4,11,7,4
CHUNIKHEL,4394,2178,2216,11,7,4,10,4,6,14,6,8,1,1,0,8,4,4,3,3,0,2,1,1,6,4,2
DAANCHHI,11174,5658,5516,20,11,9,12,6,6,14,6,8,0,0,0,14,9,5,5,3,2,1,0,1,6,4,2
DAXINKALI,4648,2287,2361,32,15,17,12,5,7,17,9,8,5,1,4,15,13,2,13,6,7,5,4,1,8,4,4
DHAPASI,31198,15970,15228,76,51,25,29,16,13,34,15,19,5,2,3,27,16,11,16,7,9,3,1,2,18,14,4
DHARMASTHALI,6426,3192,3234,27,15,12,13,7,6,27,17,10,4,2,2,16,10,6,7,3,4,4,3,1,6,1,5
FUTUNG,4740,2340,2400,15,7,8,4,2,2,11,3,8,1,1,0,6,4,2,2,2,0,3,1,2,10,5,5
GAGALPHEDI,5495,2687,2808,18,10,8,2,1,1,5,4,1,1,0,1,5,2,3,4,3,1,0,0,0,3,0,3
GOKARNESWOR,7442,3737,3705,27,16,11,13,7,6,10,6,4,1,1,0,5,4,1,7,4,3,1,1,0,2,1,1
GOLDHUNGA,15965,8211,7754,50,32,18,44,24,20,36,19,17,4,2,2,31,18,13,21,8,13,8,3,5,15,8,7
GONGGABU,53958,27763,26195,206,123,83,50,27,23,53,30,23,4,3,1,53,31,22,38,14,24,18,8,10,30,16,14
GOTHATAR,25917,13055,12862,94,47,47,35,16,19,39,21,18,6,1,5,33,17,16,22,13,9,7,3,4,16,11,5
ICHANG NARAYAN,24206,12032,12174,83,47,36,52,27,25,29,13,16,0,0,0,16,8,8,11,7,4,13,8,5,15,10,5
INDRAYANI,3330,1637,1693,7,5,2,2,2,0,4,3,1,2,1,1,3,2,1,4,3,1,0,0,0,9,5,4
JHOR MAHANKAL,4070,1993,2077,13,9,4,2,1,1,4,1,3,0,0,0,6,4,2,2,0,2,3,1,2,3,1,2
JITPURPHEDI,5051,2463,2588,30,16,14,12,5,7,6,3,3,8,2,6,12,8,4,5,0,5,5,1,4,6,1,5
JORPATI,83881,42078,41803,298,173,125,119,58,61,72,37,35,15,5,10,70,38,32,45,22,23,25,15,10,42,19,23
KABHRESTHALI,4743,2349,2394,10,4,6,7,3,4,3,2,1,0,0,0,4,3,1,1,0,1,0,0,0,6,3,3
KAPAN,48045,24474,23571,148,81,67,88,35,53,60,20,40,11,5,6,43,26,17,29,13,16,10,4,6,29,13,16
KATHMANDU METROPOLITAN CITY,966987,507270,459717,2796,1615,1181,1996,1047,949,1188,554,634,157,77,80,909,505,404,578,307,271,339,196,143,503,270,233
KHADKA BHADRAKALI,10661,5286,5375,36,15,21,11,7,4,17,8,9,2,1,1,13,5,8,10,5,5,1,1,0,10,8,2
KIRTIPUR MUNICIPALITY,64871,36062,28809,225,134,91,171,94,77,126,62,64,10,5,5,87,50,37,55,35,20,19,10,9,38,24,14
LAPSIPHEDI,5522,2690,2832,38,24,14,22,12,10,21,11,10,6,4,2,9,5,4,4,0,4,2,1,1,5,4,1
MACHHEGAUN,3807,1865,1942,10,5,5,3,1,2,11,4,7,2,2,0,7,3,4,3,2,1,1,0,1,5,2,3
MAHADEVATHAN,15288,7609,7679,57,34,23,97,44,53,21,14,7,0,0,0,18,8,10,9,6,3,8,6,2,16,10,6
MAHANKAL,17763,8905,8858,100,57,43,40,22,18,23,10,13,12,7,5,22,12,10,13,7,6,8,4,4,16,5,11
MANMAIJU,40077,20590,19487,120,73,47,84,42,42,52,19,33,2,1,1,30,15,15,16,3,13,7,3,4,28,15,13
MATATIRTHA,5837,2923,2914,59,35,24,55,31,24,11,3,8,1,0,1,7,4,3,5,3,2,1,0,1,6,5,1
MULPANI,11616,5828,5788,47,23,24,12,6,6,18,9,9,5,1,4,19,10,9,9,6,3,1,1,0,15,5,10
NAGLEBHARE,4461,2172,2289,19,10,9,13,8,5,7,1,6,1,1,0,3,2,1,8,4,4,3,2,1,5,2,3
NAIKAP NAYA BHANJYANG,7862,3979,3883,21,14,7,11,7,4,23,12,11,2,1,1,9,3,6,4,2,2,1,0,1,11,7,4
NAIKAP PURANO BHANJYANG,4510,2229,2281,10,5,5,2,2,0,7,4,3,0,0,0,5,2,3,2,1,1,6,5,1,4,3,1
NAYAPATI,7203,3518,3685,22,13,9,5,2,3,3,1,2,2,2,0,11,7,4,4,3,1,5,2,3,2,1,1
PUKHULACHHI,2660,1290,1370,1,0,1,4,3,1,3,1,2,0,0,0,3,0,3,4,4,0,0,0,0,1,0,1
RAMKOT,8578,4305,4273,68,32,36,56,30,26,18,8,10,1,0,1,7,6,1,5,4,1,2,1,1,24,13,11
SANGLA,3576,1790,1786,17,10,7,6,2,4,9,5,4,1,0,1,8,3,5,3,1,2,0,0,0,2,1,1
SETIDEVI,3981,1981,2000,176,88,88,22,6,16,22,13,9,0,0,0,22,13,9,8,6,2,6,4,2,11,6,5
SATUNGAL,10373,5382,4991,18,8,10,23,13,10,7,3,4,5,4,1,17,10,7,5,2,3,1,1,0,3,2,1
SEUCHATAR,13208,6745,6463,35,16,19,116,67,49,19,11,8,3,0,3,7,4,3,11,6,5,2,1,1,11,5,6
SHESHNARAYAN,3658,1857,1801,62,29,33,55,27,28,38,18,20,1,0,1,10,5,5,11,5,6,6,3,3,14,9,5
SITAPAILA,17701,9057,8644,83,47,36,46,27,19,32,15,17,2,1,1,11,9,2,10,5,5,3,3,0,21,10,11
SUNDARIJAL,2533,1243,1290,4,2,2,2,1,1,5,3,2,1,1,0,4,2,2,1,0,1,0,0,0,2,0,2
SUNTOL,4738,2307,2431,28,18,10,18,10,8,11,4,7,1,0,1,15,8,7,4,1,3,2,2,0,2,1,1
TALKUDUDECHOUR,2807,1364,1443,21,13,8,11,5,6,1,1,0,0,0,0,9,3,6,2,0,2,2,1,1,5,2,3
THANKOT,11972,6061,5911,21,14,7,6,3,3,11,5,6,1,0,1,9,3,6,10,7,3,9,6,3,8,7,1
TINTHANA,9614,4907,4707,44,26,18,28,10,18,16,7,9,1,1,0,13,8,5,4,2,2,0,0,0,6,5,1
TOKHA CHANDESWORI,3898,1896,2002,29,16,13,7,4,3,4,2,2,1,1,0,7,1,6,7,6,1,2,1,1,6,1,5
TOKHA SARSWOTI,5060,2613,2447,44,24,20,24,15,9,11,4,7,0,0,0,4,2,2,2,2,0,0,0,0,7,4,3
INSTITUTIONAL,44186,32903,11283,384,203,181,138,63,75,43,29,14,3,0,3,61,27,34,25,8,17,15,6,9,96,53,43
