VDC/MUNICIPALITY,NO_DISABILITY_BOTH_SEX,NO_DISABILITY_MALE,NO_DISABILITY_FEMALE,PHYSICAL_BOTH_SEX,PHYSICAL_MALE,PHYSICAL_FEMALE,BLINDNESS_LOW_VISION_BOTH_SEX,BLINDNESS_LOW_VISION_MALE,BLINDNESS_LOW_VISION_FEMALE,DEAF_HEARING_BOTH_SEX,DEAF_HEARING_MALE,DEAF_HEARING_FEMALE,DEAF_BLIND_BOTH_SEX,DEAF_BLIND_MALE,DEAF_BLIND_FEMALE,SPEECH_PROBLEM_BOTH_SEX,SPEECH_PROBLEM_MALE,SPEECH_PROBLEM_FEMALE,MENTAL_DISABILITY_BOTH_SEX,MENTAL_DISABILITY_MALE,MENTAL_DISABILITY_FEMALE,INTELLECTUAL_DISABILITY_BOTH_SEX,INTELLECTUAL_DISABILITY_MALE,INTELLECTUAL_DISABILITY_FEMALE,MULTIPLE_DISABILITY_BOTH_SEX,MULTIPLE_DISABILITY_MALE,MULTIPLE_DISABILITY_FEMALE
ANDUPATTI,3468,1753,1715,9,5,4,11,6,5,6,4,2,0,0,0,4,1,3,2,2,0,3,2,1,0,0,0
AURAHI,5533,2881,2652,36,21,15,6,3,3,5,3,2,1,0,1,4,1,3,2,1,1,0,0,0,2,2,0
BAFAI,2887,1377,1510,10,5,5,8,3,5,1,1,0,0,0,0,3,1,2,5,4,1,2,1,1,5,3,2
BAGHCHAURA,5716,2760,2956,37,19,18,51,20,31,51,29,22,0,0,0,6,5,1,18,12,6,0,0,0,9,7,2
BAHEDA BELA,6938,3711,3227,17,13,4,15,5,10,2,0,2,2,2,0,1,1,0,3,1,2,1,1,0,4,3,1
BAHUARBA,5015,2416,2599,26,17,9,6,4,2,1,1,0,0,0,0,9,5,4,7,4,3,4,3,1,0,0,0
BALABAKHAR,7762,3978,3784,22,16,6,15,9,6,7,3,4,1,0,1,6,4,2,4,3,1,2,0,2,1,0,1
BALAHA KATHAL,3370,1612,1758,19,10,9,6,4,2,1,1,0,0,0,0,3,2,1,5,1,4,0,0,0,1,0,1
BALAHA SADHARA,4011,1923,2088,3,1,2,6,4,2,3,3,0,0,0,0,2,2,0,2,0,2,2,1,1,1,0,1
BALLAGOTH,4219,2098,2121,36,16,20,3,2,1,3,1,2,1,0,1,4,3,1,6,2,4,5,2,3,6,3,3
BANINIYA,3607,1735,1872,7,4,3,19,5,14,4,3,1,2,1,1,5,3,2,0,0,0,2,2,0,0,0,0
BARAMAJHIYA,6197,3054,3143,47,25,22,18,9,9,21,11,10,1,0,1,17,10,7,19,9,10,9,4,5,9,5,4
BASAHIYA,7446,3832,3614,33,23,10,44,15,29,11,6,5,0,0,0,14,10,4,5,3,2,1,0,1,4,1,3
BASBITTI,2913,1386,1527,10,7,3,8,1,7,3,2,1,2,2,0,7,5,2,3,3,0,1,1,0,1,0,1
BATESWOR,6691,3490,3201,21,19,2,7,5,2,5,3,2,6,4,2,7,5,2,8,6,2,1,0,1,6,2,4
BEGA SHIVAPUR,7068,3562,3506,11,7,4,2,0,2,8,4,4,1,1,0,7,2,5,1,1,0,2,2,0,2,2,0
BEGADAWAR,11974,6162,5812,46,31,15,29,17,12,19,11,8,2,2,0,38,20,18,6,3,3,4,2,2,7,5,2
BHARATPUR,15414,7354,8060,33,20,13,15,8,7,9,4,5,3,1,2,21,14,7,12,6,6,1,1,0,11,6,5
BHUCHAKRAPUR,5116,2575,2541,16,14,2,7,4,3,7,5,2,0,0,0,10,6,4,6,3,3,4,3,1,10,6,4
BHUTAHIPATERWA,4742,2308,2434,49,24,25,9,3,6,8,2,6,1,1,0,6,5,1,9,3,6,6,3,3,18,9,9
BINDHI,6845,3345,3500,45,27,18,19,13,6,14,9,5,0,0,0,8,5,3,7,4,3,3,1,2,4,3,1
BISARMORA,4851,2293,2558,21,17,4,11,7,4,10,6,4,1,0,1,4,2,2,3,2,1,0,0,0,6,4,2
CHAKKAR,6506,3388,3118,62,32,30,19,8,11,11,4,7,5,2,3,4,3,1,3,2,1,0,0,0,1,1,0
CHORA KOILPUR,4669,2262,2407,14,11,3,7,1,6,3,0,3,4,2,2,8,4,4,3,1,2,3,0,3,2,2,0
DHANUSHA GOVINDAPUR,8796,4258,4538,18,7,11,9,5,4,4,3,1,1,0,1,9,3,6,6,5,1,3,1,2,1,1,0
DEBADIHA,6952,3575,3377,22,16,6,3,2,1,1,1,0,0,0,0,5,3,2,12,7,5,4,3,1,9,7,2
DEURI PARBAHA,4274,2065,2209,18,10,8,4,3,1,5,2,3,0,0,0,2,2,0,1,0,1,1,1,0,3,1,2
DEVPURA RUPETHA,7874,3806,4068,25,18,7,21,11,10,1,0,1,1,1,0,6,5,1,4,4,0,0,0,0,2,2,0
DHABOULI,7236,3536,3700,18,14,4,11,7,4,2,1,1,3,2,1,6,3,3,11,10,1,0,0,0,5,3,2
DHALKEBAR,10783,5336,5447,46,31,15,5,4,1,18,11,7,4,2,2,28,18,10,8,3,5,7,5,2,8,3,5
DHANAUJI,8860,4650,4210,30,21,9,11,6,5,1,1,0,1,1,0,6,2,4,11,6,5,2,0,2,6,4,2
DHANUSADHAM,8623,3980,4643,13,7,6,6,4,2,5,4,1,1,1,0,2,1,1,3,2,1,3,1,2,6,4,2
DIGAMBARPUR,9275,4694,4581,25,17,8,25,18,7,21,14,7,0,0,0,18,14,4,9,6,3,3,1,2,19,11,8
DUBARIKOT HATHILETWA,6791,3149,3642,31,18,13,25,9,16,5,3,2,1,0,1,8,2,6,10,4,6,2,1,1,1,1,0
DUHABI,6946,3575,3371,31,22,9,12,8,4,14,8,6,2,0,2,3,2,1,9,4,5,0,0,0,4,3,1
EKARAHI,4691,2192,2499,28,17,11,11,4,7,5,4,1,1,1,0,5,5,0,2,2,0,1,1,0,0,0,0
FULGAMA,12040,5988,6052,31,17,14,17,4,13,9,5,4,0,0,0,31,16,15,9,5,4,1,0,1,5,4,1
GHODGHANS,5617,2663,2954,11,6,5,15,10,5,2,0,2,0,0,0,0,0,0,4,3,1,7,4,3,2,1,1
GODAR,7724,3724,4000,25,15,10,14,8,6,15,7,8,1,0,1,18,9,9,1,0,1,1,1,0,8,3,5
GOPALPUR,5025,2348,2677,21,13,8,7,6,1,2,0,2,0,0,0,8,5,3,3,3,0,2,0,2,0,0,0
GOTH KOHELPUR,3746,1871,1875,15,11,4,4,2,2,7,1,6,0,0,0,2,1,1,6,6,0,0,0,0,0,0,0
HANSAPUR KATHPULA,5208,2539,2669,12,7,5,2,1,1,0,0,0,0,0,0,5,2,3,3,2,1,0,0,0,1,0,1
HARIHARPUR,9337,4835,4502,24,19,5,10,3,7,15,8,7,1,1,0,40,18,22,8,6,2,3,0,3,11,4,7
HARINE,5001,2357,2644,9,6,3,7,4,3,7,3,4,1,1,0,9,6,3,6,3,3,0,0,0,11,7,4
HATHIPURHARBARA,4094,1932,2162,29,14,15,5,5,0,4,1,3,0,0,0,2,2,0,5,4,1,0,0,0,0,0,0
INARWA,3277,1605,1672,12,5,7,8,6,2,14,9,5,6,4,2,2,1,1,7,5,2,5,4,1,6,2,4
ITAHARWA,4974,2480,2494,10,5,5,8,5,3,3,2,1,1,1,0,0,0,0,3,2,1,1,1,0,1,0,1
JANAKPUR MUNICIPALITY,96809,51298,45511,551,311,240,131,68,63,62,36,26,15,8,7,67,36,31,94,52,42,16,10,6,31,19,12
JHATIYAHI,5089,2264,2825,8,6,2,0,0,0,6,4,2,0,0,0,4,2,2,3,2,1,0,0,0,0,0,0
JHOJI KATAIYA,4269,2160,2109,37,25,12,13,5,8,11,8,3,5,1,4,7,5,2,5,2,3,1,1,0,4,2,2
KACHURI THERA,5696,2713,2983,30,23,7,49,22,27,14,5,9,1,1,0,25,17,8,10,3,7,0,0,0,5,2,3
KAJARA RAMAUL,5172,2406,2766,19,13,6,6,1,5,2,1,1,2,2,0,4,4,0,6,4,2,1,1,0,6,4,2
KANAKPATTI,5589,2907,2682,18,10,8,4,1,3,0,0,0,0,0,0,4,3,1,1,1,0,1,0,1,3,3,0
KHAJURI CHANHA,5897,2752,3145,22,19,3,32,14,18,8,3,5,0,0,0,7,4,3,0,0,0,0,0,0,8,4,4
KHARIYANI,9903,4666,5237,51,33,18,5,1,4,11,1,10,3,3,0,7,2,5,7,5,2,5,1,4,6,3,3
KURTHA,7691,4056,3635,24,14,10,22,8,14,8,4,4,0,0,0,10,5,5,44,25,19,6,6,0,10,6,4
LABATOLI,5058,2632,2426,13,8,5,8,5,3,2,1,1,1,0,1,8,4,4,4,2,2,2,0,2,10,5,5
LAGMAGADHAGUTHI,5218,2601,2617,41,22,19,30,15,15,13,6,7,0,0,0,8,5,3,9,7,2,4,4,0,7,1,6
LAKHOURI,3021,1531,1490,14,6,8,4,3,1,0,0,0,0,0,0,3,1,2,5,3,2,0,0,0,0,0,0
LAKKAD,4076,2085,1991,6,4,2,3,1,2,1,0,1,0,0,0,3,2,1,1,0,1,1,1,0,0,0,0
LAXMINIWAS,3577,1871,1706,9,5,4,3,2,1,10,4,6,0,0,0,9,6,3,4,3,1,4,1,3,1,0,1
LAXMIPURBAGEWA,6987,3558,3429,47,31,16,37,22,15,14,6,8,11,6,5,13,10,3,18,11,7,6,2,4,9,3,6
LOHANA,6894,3467,3427,14,10,4,5,3,2,3,2,1,1,0,1,1,0,1,4,2,2,4,1,3,1,1,0
MAHUWA (PRA. KHE.),4823,2354,2469,7,3,4,2,1,1,3,1,2,2,1,1,2,2,0,3,3,0,10,5,5,0,0,0
MAHUWA (PRA. KO.),5700,2830,2870,27,17,10,23,13,10,7,2,5,1,1,0,10,6,4,9,8,1,1,1,0,4,2,2
MAKHANAHA,7032,3563,3469,16,6,10,10,2,8,12,6,6,0,0,0,6,4,2,4,2,2,0,0,0,6,3,3
MANSHINGPATTI,4346,2114,2232,9,3,6,12,8,4,9,2,7,1,1,0,0,0,0,1,1,0,0,0,0,7,5,2
MACHIJHITKAIYA,9160,4482,4678,35,22,13,23,11,12,19,6,13,5,2,3,7,7,0,19,15,4,6,5,1,4,2,2
MITHILESHWOR MAUWAHI,3706,1803,1903,64,39,25,16,9,7,5,2,3,6,3,3,14,8,6,24,13,11,20,12,8,8,6,2
MITHILESHWOR NIKAS,6991,3754,3237,13,5,8,6,4,2,0,0,0,1,0,1,1,1,0,2,1,1,2,1,1,138,73,65
MUKHIYAPATTI MUSAHARNIYA,7289,3841,3448,20,12,8,10,6,4,13,8,5,2,1,1,2,1,1,8,5,3,3,1,2,8,4,4
NAGARAEEN,6141,3206,2935,22,14,8,11,6,5,6,2,4,1,1,0,7,6,1,1,1,0,5,3,2,3,2,1
NAKATAJHIJH,8454,4391,4063,29,19,10,5,3,2,11,7,4,0,0,0,20,13,7,17,13,4,3,1,2,4,3,1
NANUPATTI,3515,1666,1849,24,14,10,14,9,5,2,0,2,2,0,2,5,4,1,6,4,2,2,1,1,2,1,1
NAUWAKHOR PRASHAHI,4655,2298,2357,13,10,3,7,3,4,0,0,0,0,0,0,7,6,1,7,1,6,1,0,1,0,0,0
PACHAHARWA,3754,1882,1872,8,4,4,6,3,3,1,0,1,0,0,0,2,1,1,1,0,1,3,1,2,2,0,2
PATANUKA,3469,1733,1736,5,4,1,3,2,1,1,1,0,0,0,0,1,1,0,2,1,1,1,1,0,5,2,3
PATERWA,4861,2401,2460,37,23,14,14,7,7,8,6,2,1,1,0,8,6,2,9,4,5,0,0,0,3,1,2
PAUDESWOR,5983,2848,3135,30,18,12,22,10,12,9,4,5,0,0,0,12,8,4,7,4,3,3,2,1,4,1,3
PUSPALPUR,2520,1235,1285,26,17,9,17,8,9,13,9,4,0,0,0,11,4,7,4,2,2,1,1,0,2,1,1
RAGHUNATHPUR,12816,5944,6872,58,33,25,16,8,8,13,5,8,4,1,3,13,4,9,9,7,2,9,5,4,6,5,1
RAMADAIYA BHAWADI,6865,3613,3252,49,23,26,55,26,29,26,12,14,2,1,1,16,9,7,15,9,6,3,2,1,35,16,19
SABELA,8464,4102,4362,32,19,13,20,11,9,6,4,2,2,2,0,8,4,4,5,3,2,1,1,0,10,3,7
SAKHUWA MAHENDRANAGAR,17713,8948,8765,53,38,15,19,9,10,11,4,7,4,2,2,14,6,8,7,3,4,0,0,0,14,7,7
SAPAHI,8937,4645,4292,31,20,11,19,12,7,6,3,3,2,0,2,10,5,5,4,1,3,3,0,3,5,3,2
SATOSAR,5598,2687,2911,13,10,3,117,64,53,11,6,5,0,0,0,2,0,2,3,2,1,0,0,0,1,1,0
SHANTIPUR,5916,3069,2847,39,24,15,11,6,5,7,2,5,0,0,0,8,5,3,2,1,1,1,0,1,1,0,1
GIDDHA,5238,2603,2635,18,10,8,15,7,8,8,7,1,1,0,1,4,3,1,3,3,0,0,0,0,0,0,0
SINGYAHI MAIDAN,9197,4519,4678,34,20,14,38,23,15,5,4,1,2,1,1,3,1,2,12,8,4,4,1,3,5,1,4
SINURJODA,8360,4278,4082,40,29,11,15,4,11,7,2,5,3,2,1,3,3,0,3,1,2,3,2,1,12,8,4
SONIGAMA,6869,3329,3540,14,13,1,7,3,4,1,1,0,0,0,0,1,0,1,5,4,1,4,1,3,1,0,1
SUGA MADHUKARAHI,4458,2238,2220,17,12,5,1,0,1,7,3,4,0,0,0,1,0,1,0,0,0,0,0,0,4,2,2
SUGA NIKASH,4129,1958,2171,24,18,6,2,0,2,7,4,3,5,4,1,2,1,1,9,8,1,0,0,0,1,1,0
TARAPATTI SIRSIYA,7770,3855,3915,19,14,5,19,10,9,11,6,5,1,0,1,4,3,1,2,2,0,3,3,0,3,1,2
THADI JHIJA,7237,3607,3630,23,17,6,9,4,5,4,3,1,0,0,0,9,5,4,4,3,1,2,1,1,4,1,3
THILLA YADUWA,3500,1537,1963,2,1,1,7,2,5,0,0,0,0,0,0,4,3,1,4,3,1,0,0,0,0,0,0
