VDC/MUNICIPALITY,BEGINNER_BOTH_SEX,BEGINNER_MALE,BEGINNER_FEMALE,PRIMARY_1_5_BOTH_SEX,PRIMARY_1_5_MALE,PRIMARY_1_5_FEMALE,LOWER_SECONDARY_6_8_BOTH_SEX,LOWER_SECONDARY_6_8_MALE,LOWER_SECONDARY_6_8_FEMALE,SECONDARY_9_10_BOTH_SEX,SECONDARY_9_10_MALE,SECONDARY_9_10_FEMALE,SLC_AND_EQUIVALENT_BOTH_SEX,SLC_AND_EQUIVALENT_MALE,SLC_AND_EQUIVALENT_FEMALE,INTERMEDIATE_BOTH_SEX,INTERMEDIATE_MALE,INTERMEDIATE_FEMALE,GRADUATE_BOTH_SEX,GRADUATE_MALE,GRADUATE_FEMALE,POST_GRADUATE_AND_ABOVE_BOTH_SEX,POST_GRADUATE_AND_ABOVE_MALE,POST_GRADUATE_AND_ABOVE_FEMALE,OTHERS_BOTH_SEX,OTHERS_MALE,OTHERS_FEMALE,NON_FORMAL_BOTH_SEX,NON_FORMAL_MALE,NON_FORMAL_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE
BAGESWARI,180,87,93,2915,1482,1433,2206,962,1244,1292,652,640,1369,623,746,558,291,267,133,92,41,36,30,6,10,6,4,724,275,449,11,7,4
BANKATAWA,312,177,135,4981,2748,2233,3132,1524,1608,1548,793,755,1028,523,505,358,205,153,63,43,20,21,18,3,0,0,0,1059,392,667,20,10,10
BANKATTI,169,98,71,1643,944,699,406,304,102,176,157,19,53,39,14,29,23,6,9,5,4,2,2,0,53,27,26,125,83,42,13,8,5
BASUDEVPUR,294,155,139,1571,837,734,845,465,380,485,288,197,279,169,110,193,105,88,65,46,19,25,20,5,1,1,0,73,26,47,30,18,12
BAIJAPUR,260,162,98,3772,2004,1768,1497,794,703,651,406,245,325,205,120,103,65,38,13,11,2,5,4,1,3,0,3,791,251,540,60,28,32
BELAHARI,15,9,6,1307,723,584,289,233,56,147,119,28,28,23,5,32,29,3,15,13,2,5,5,0,1,1,0,0,0,0,54,38,16
BELBHAR,15,8,7,1154,669,485,537,341,196,338,247,91,9,3,6,21,17,4,31,22,9,13,7,6,1,0,1,1,0,1,8,6,2
BETAHANI,43,24,19,2076,1229,847,568,420,148,256,200,56,76,57,19,46,36,10,16,13,3,2,1,1,4,4,0,2,2,0,4,2,2
BHABANIYAPUR,154,77,77,937,554,383,313,212,101,171,131,40,73,52,21,46,35,11,26,15,11,3,2,1,2,1,1,85,48,37,2,2,0
BINAUNA,199,96,103,1979,1102,877,998,534,464,489,262,227,302,176,126,93,62,31,17,16,1,3,3,0,4,2,2,435,178,257,2,0,2
CHISAPANI,145,75,70,1994,1020,974,1101,545,556,579,297,282,451,234,217,148,89,59,29,21,8,4,4,0,0,0,0,148,54,94,4,1,3
GANAPUR,150,75,75,1604,926,678,410,295,115,191,159,32,71,47,24,49,42,7,16,14,2,16,14,2,10,4,6,15,6,9,1,0,1
GANGAPUR,98,53,45,1323,792,531,488,333,155,230,165,65,125,77,48,83,52,31,10,10,0,4,4,0,5,1,4,11,7,4,40,23,17
HIRMINIYA,57,41,16,1530,837,693,666,427,239,341,237,104,42,26,16,83,55,28,29,20,9,4,2,2,1,1,0,71,38,33,5,5,0
HOLIYA,16,7,9,1294,803,491,352,257,95,142,111,31,38,28,10,27,22,5,17,13,4,1,0,1,2,1,1,9,7,2,10,4,6
INDRAPUR,350,208,142,2098,1189,909,846,586,260,371,272,99,414,268,146,258,164,94,90,64,26,27,23,4,0,0,0,70,23,47,18,9,9
JAISPUR,158,70,88,1686,936,750,480,300,180,189,138,51,60,42,18,75,57,18,22,20,2,17,17,0,22,9,13,154,53,101,43,14,29
KALAPHANTA,90,46,44,1009,677,332,155,120,35,59,46,13,14,13,1,35,25,10,8,4,4,2,1,1,2,2,0,3,0,3,0,0,0
KAMDI,340,180,160,2407,1381,1026,1147,635,512,447,262,185,393,216,177,77,51,26,21,14,7,0,0,0,100,41,59,226,79,147,17,4,13
KACHANAPUR,78,38,40,2395,1273,1122,1256,672,584,654,374,280,375,216,159,144,93,51,32,23,9,8,7,1,2,0,2,149,81,68,21,8,13
KATKUIYA,93,47,46,572,364,208,144,114,30,50,35,15,27,14,13,29,22,7,15,11,4,8,5,3,109,55,54,1,0,1,13,9,4
KHAJURAKHURDA,45,23,22,1603,864,739,644,388,256,445,287,158,193,105,88,130,90,40,34,26,8,16,15,1,11,8,3,14,2,12,5,2,3
KHASKARKANDO,236,123,113,1937,1064,873,1083,607,476,672,362,310,867,454,413,714,390,324,363,242,121,108,88,20,5,0,5,25,14,11,11,3,8
KHASKUSMA,159,72,87,1370,730,640,718,376,342,314,181,133,231,137,94,96,63,33,15,14,1,6,6,0,6,5,1,38,21,17,4,1,3
KOHALPUR,1275,719,556,8536,4613,3923,5129,2574,2555,3198,1724,1474,3175,1615,1560,1831,999,832,687,463,224,203,162,41,28,15,13,779,273,506,151,79,72
LAXMANPUR,72,41,31,515,336,179,139,93,46,55,40,15,37,29,8,44,31,13,22,17,5,4,2,2,17,12,5,16,15,1,7,4,3
MAHADEVPURI,291,143,148,2213,1143,1070,1473,723,750,845,459,386,670,352,318,193,112,81,41,28,13,16,16,0,1,1,0,307,104,203,15,6,9
MANIKAPUR,755,386,369,2839,1485,1354,1517,849,668,873,497,376,698,406,292,392,222,170,148,104,44,26,22,4,1,1,0,82,26,56,15,4,11
MATEHIYA,111,64,47,1469,892,577,551,419,132,217,169,48,73,53,20,105,74,31,39,31,8,4,3,1,11,10,1,17,3,14,16,10,6
NARAINAPUR,18,14,4,1005,600,405,251,177,74,106,74,32,31,25,6,36,25,11,26,17,9,13,8,5,1,1,0,7,3,4,22,11,11
NAUBASTA,736,406,330,5200,2676,2524,3126,1519,1607,1444,796,648,1146,602,544,386,240,146,70,46,24,22,19,3,9,5,4,657,291,366,8,5,3
NEPALGUNJ MUNICIPALITY,1763,961,802,14994,7776,7218,9681,5106,4575,6479,3480,2999,6645,3525,3120,7399,4047,3352,4742,2997,1745,1479,1032,447,65,22,43,684,235,449,257,108,149
PARASPUR,40,27,13,1445,763,682,641,381,260,296,197,99,240,146,94,218,138,80,183,120,63,40,23,17,47,22,25,33,23,10,9,4,5
PHATTEPUR,551,290,261,4633,2635,1998,1890,1119,771,671,432,239,464,281,183,131,85,46,15,13,2,2,1,1,11,6,5,340,128,212,6,4,2
PIPRAHAWA,46,26,20,1107,627,480,416,267,149,196,152,44,142,93,49,121,76,45,70,45,25,20,12,8,7,4,3,5,3,2,14,5,9
PURAINA,138,74,64,1369,823,546,434,295,139,199,135,64,121,80,41,67,51,16,17,12,5,2,1,1,20,12,8,100,44,56,2,1,1
PURAINI,24,9,15,1375,772,603,383,262,121,215,154,61,91,59,32,69,49,20,37,23,14,3,2,1,3,2,1,1,1,0,0,0,0
RADHAPUR,39,22,17,962,464,498,713,313,400,368,169,199,345,155,190,100,60,40,41,27,14,3,1,2,7,3,4,57,19,38,0,0,0
RAJHENA,854,481,373,6471,3430,3041,3796,1906,1890,2189,1148,1041,2337,1204,1133,973,526,447,336,217,119,77,65,12,20,10,10,686,257,429,21,14,7
RANIYAPUR,73,44,29,1607,920,687,487,312,175,153,95,58,110,58,52,36,25,11,5,4,1,4,4,0,7,3,4,270,128,142,4,2,2
SAIGAUN,30,16,14,1543,926,617,521,371,150,178,140,38,101,75,26,49,34,15,21,16,5,2,2,0,142,57,85,82,45,37,68,37,31
SAMSERGANJ,271,151,120,1898,1066,832,1023,582,441,436,261,175,403,223,180,102,55,47,30,21,9,4,3,1,2,2,0,201,110,91,10,4,6
SITAPUR,193,98,95,2151,991,1160,1624,728,896,839,375,464,791,380,411,205,111,94,43,34,9,25,20,5,4,2,2,270,102,168,14,6,8
SONPUR,290,161,129,1934,1086,848,701,467,234,307,212,95,151,100,51,99,75,24,20,13,7,5,5,0,27,11,16,189,125,64,6,1,5
TITIHIRIYA,431,240,191,2076,1101,975,1384,701,683,660,350,310,536,295,241,115,82,33,12,8,4,3,3,0,4,2,2,354,160,194,6,4,2
UDHARAPUR,286,162,124,2637,1469,1168,1051,650,401,344,213,131,269,176,93,94,66,28,26,17,9,10,8,2,22,13,9,194,87,107,60,28,32
UDAYAPUR,106,58,48,1135,680,455,259,215,44,91,76,15,23,19,4,28,19,9,4,3,1,0,0,0,0,0,0,32,12,20,0,0,0
INSTITUTIONAL,73,57,16,756,603,153,1549,1445,104,742,691,51,1490,1110,380,1159,875,284,138,123,15,45,35,10,3,2,1,13,5,8,5,4,1
