VDC/MUNICIPALITY,NO_DISABILITY_BOTH_SEX,NO_DISABILITY_MALE,NO_DISABILITY_FEMALE,PHYSICAL_BOTH_SEX,PHYSICAL_MALE,PHYSICAL_FEMALE,BLINDNESS_LOW_VISION_BOTH_SEX,BLINDNESS_LOW_VISION_MALE,BLINDNESS_LOW_VISION_FEMALE,DEAF_HEARING_BOTH_SEX,DEAF_HEARING_MALE,DEAF_HEARING_FEMALE,DEAF_BLIND_BOTH_SEX,DEAF_BLIND_MALE,DEAF_BLIND_FEMALE,SPEECH_PROBLEM_BOTH_SEX,SPEECH_PROBLEM_MALE,SPEECH_PROBLEM_FEMALE,MENTAL_DISABILITY_BOTH_SEX,MENTAL_DISABILITY_MALE,MENTAL_DISABILITY_FEMALE,INTELLECTUAL_DISABILITY_BOTH_SEX,INTELLECTUAL_DISABILITY_MALE,INTELLECTUAL_DISABILITY_FEMALE,MULTIPLE_DISABILITY_BOTH_SEX,MULTIPLE_DISABILITY_MALE,MULTIPLE_DISABILITY_FEMALE
ABHIRAO,6863,3535,3328,21,13,8,10,5,5,3,3,0,1,0,1,4,3,1,1,0,1,2,0,2,3,1,2
AJIGARA,5137,2608,2529,13,7,6,5,4,1,3,2,1,0,0,0,6,3,3,5,1,4,3,1,2,10,5,5
BAHADURGANJ,12796,6624,6172,26,16,10,8,6,2,14,11,3,0,0,0,9,3,6,16,13,3,3,3,0,10,4,6
BALARAMWAPUR,4727,2438,2289,18,10,8,6,4,2,4,3,1,0,0,0,7,6,1,4,3,1,0,0,0,5,2,3
BALUHAWA,5319,2686,2633,18,11,7,5,5,0,2,1,1,0,0,0,6,1,5,2,1,1,2,2,0,2,1,1
BANGANGA,12841,5872,6969,84,54,30,33,13,20,25,14,11,1,1,0,42,23,19,20,12,8,13,4,9,21,12,9
BARAIPUR,3353,1738,1615,6,4,2,4,2,2,1,0,1,1,0,1,2,2,0,2,1,1,2,1,1,0,0,0
BARKULPUR,9128,4317,4811,78,49,29,46,25,21,27,14,13,3,0,3,18,9,9,16,12,4,5,4,1,9,7,2
BASANTAPUR,3229,1625,1604,5,4,1,4,3,1,2,1,1,0,0,0,2,2,0,6,4,2,0,0,0,0,0,0
BASKHORE,9641,4832,4809,61,37,24,61,23,38,20,12,8,2,0,2,10,8,2,10,2,8,4,2,2,9,5,4
BAIDAULI,5491,2764,2727,21,13,8,7,3,4,1,1,0,0,0,0,4,2,2,6,4,2,3,3,0,0,0,0
BHAGWANPUR,5852,3103,2749,14,7,7,13,9,4,2,1,1,0,0,0,6,4,2,2,2,0,0,0,0,0,0,0
BHALWARI,4849,2500,2349,6,3,3,7,4,3,2,2,0,1,1,0,8,4,4,2,2,0,2,0,2,1,0,1
BIJUWA,5670,2787,2883,52,22,30,107,56,51,2,1,1,0,0,0,5,4,1,9,8,1,4,4,0,14,6,8
BIRPUR,12174,6239,5935,59,30,29,11,6,5,6,1,5,0,0,0,26,13,13,14,7,7,4,3,1,19,13,6
BISHUNPUR,5031,2597,2434,7,5,2,6,6,0,2,2,0,0,0,0,5,2,3,4,3,1,2,2,0,0,0,0
BITHUWA,4580,2374,2206,10,8,2,26,15,11,8,3,5,17,8,9,4,2,2,0,0,0,1,1,0,2,1,1
BUDDHI,5596,2651,2945,48,25,23,17,7,10,7,5,2,3,0,3,6,2,4,10,7,3,2,1,1,8,5,3
CHANAI,11576,5799,5777,29,23,6,14,5,9,2,1,1,3,1,2,20,8,12,8,7,1,3,0,3,3,3,0
DHANKAULI,8889,4535,4354,21,14,7,58,27,31,11,8,3,2,1,1,16,10,6,4,1,3,5,4,1,20,11,9
DHARMPANIYA,4834,2433,2401,17,11,6,8,5,3,3,3,0,0,0,0,3,3,0,5,4,1,2,1,1,7,5,2
DOHANI,6668,3389,3279,19,11,8,10,5,5,1,1,0,2,2,0,8,4,4,7,5,2,4,2,2,2,1,1
DUBIYA,4786,2204,2582,63,32,31,28,13,15,22,13,9,0,0,0,14,7,7,11,6,5,1,0,1,11,6,5
DUMARA,5528,2811,2717,15,10,5,3,1,2,1,1,0,0,0,0,7,4,3,5,3,2,1,1,0,1,0,1
FULIKA,6679,3343,3336,33,23,10,14,5,9,8,5,3,2,0,2,6,4,2,6,3,3,7,7,0,7,4,3
GAJEHADA,13257,6154,7103,90,52,38,26,13,13,18,7,11,3,1,2,38,21,17,17,12,5,10,6,4,20,11,9
GANESHPUR,6289,3248,3041,17,9,8,22,7,15,5,1,4,3,3,0,14,8,6,9,8,1,5,3,2,4,2,2
GAURI,4290,2085,2205,14,11,3,11,5,6,2,1,1,0,0,0,8,1,7,1,1,0,1,1,0,12,5,7
GOTIHAWA,4697,2388,2309,8,7,1,9,5,4,5,5,0,0,0,0,3,1,2,6,2,4,4,2,2,1,1,0
GUGAULI,10750,5450,5300,59,37,22,27,13,14,11,6,5,6,3,3,22,14,8,9,8,1,4,3,1,17,13,4
HARNAMPUR,4801,2409,2392,7,5,2,5,1,4,2,2,0,0,0,0,8,5,3,4,2,2,0,0,0,0,0,0
HARDAUNA,4734,2462,2272,43,24,19,15,10,5,23,8,15,0,0,0,5,2,3,13,6,7,5,3,2,3,2,1
HARIHARPUR,6725,3344,3381,22,12,10,16,8,8,1,0,1,2,2,0,1,0,1,3,2,1,0,0,0,4,3,1
HATHAUSA,8854,4164,4690,91,48,43,49,25,24,29,17,12,3,2,1,26,14,12,9,6,3,7,5,2,11,2,9
HATHIHAWA,8602,4529,4073,14,9,5,6,3,3,4,3,1,2,2,0,9,6,3,5,5,0,3,2,1,11,9,2
JAHADI,5890,2830,3060,30,22,8,16,6,10,12,5,7,1,1,0,6,4,2,7,6,1,4,3,1,2,1,1
JAWABHARI,3371,1709,1662,5,3,2,4,2,2,0,0,0,0,0,0,5,2,3,5,4,1,0,0,0,2,2,0
JAYANAGAR,7596,3583,4013,76,50,26,25,13,12,14,6,8,1,0,1,11,7,4,10,6,4,0,0,0,10,7,3
KAJARHAWA,4592,2312,2280,19,16,3,3,3,0,1,0,1,1,0,1,11,9,2,1,0,1,4,2,2,6,2,4
KAPILVASTU MUNICIPALITY,30158,15045,15113,125,82,43,34,16,18,26,13,13,2,1,1,34,21,13,23,15,8,11,5,6,15,6,9
