VDC/MUNICIPALITY,NO_DISABILITY_BOTH_SEX,NO_DISABILITY_MALE,NO_DISABILITY_FEMALE,PHYSICAL_BOTH_SEX,PHYSICAL_MALE,PHYSICAL_FEMALE,BLINDNESS_LOW_VISION_BOTH_SEX,BLINDNESS_LOW_VISION_MALE,BLINDNESS_LOW_VISION_FEMALE,DEAF_HEARING_BOTH_SEX,DEAF_HEARING_MALE,DEAF_HEARING_FEMALE,DEAF_BLIND_BOTH_SEX,DEAF_BLIND_MALE,DEAF_BLIND_FEMALE,SPEECH_PROBLEM_BOTH_SEX,SPEECH_PROBLEM_MALE,SPEECH_PROBLEM_FEMALE,MENTAL_DISABILITY_BOTH_SEX,MENTAL_DISABILITY_MALE,MENTAL_DISABILITY_FEMALE,INTELLECTUAL_DISABILITY_BOTH_SEX,INTELLECTUAL_DISABILITY_MALE,INTELLECTUAL_DISABILITY_FEMALE,MULTIPLE_DISABILITY_BOTH_SEX,MULTIPLE_DISABILITY_MALE,MULTIPLE_DISABILITY_FEMALE
AINSELUKHARKA,2955,1382,1573,13,10,3,5,2,3,7,5,2,0,0,0,5,3,2,1,0,1,1,0,1,8,5,3
ARKHAULE,3319,1559,1760,8,4,4,3,1,2,1,0,1,0,0,0,8,6,2,1,0,1,1,0,1,3,2,1
BADAHARE,1447,655,792,8,7,1,10,5,5,5,3,2,1,0,1,2,2,0,0,0,0,3,2,1,1,0,1
BADAKA DIYALE,2414,1125,1289,28,18,10,8,3,5,4,1,3,0,0,0,6,2,4,1,1,0,1,0,1,2,1,1
BAHUNIDANDA,2706,1367,1339,17,12,5,43,20,23,26,12,14,18,6,12,13,7,6,5,3,2,3,2,1,7,3,4
BAKACHOL,2822,1320,1502,44,25,19,15,9,6,8,5,3,0,0,0,4,2,2,4,1,3,0,0,0,12,10,2
BAKSILA,3163,1511,1652,22,11,11,10,8,2,20,12,8,0,0,0,18,12,6,14,6,8,4,3,1,10,6,4
BAMRANG,2806,1252,1554,40,24,16,3,1,2,6,3,3,0,0,0,12,6,6,5,3,2,1,0,1,3,1,2
BARAHAPOKHARI,3697,1796,1901,40,29,11,13,7,6,37,19,18,2,1,1,28,19,9,3,2,1,3,2,1,7,4,3
BASPANI,1496,699,797,14,10,4,5,2,3,17,13,4,0,0,0,8,6,2,5,5,0,12,7,5,12,4,8
BATASE,3859,1772,2087,43,26,17,21,10,11,15,10,5,4,2,2,21,14,7,7,4,3,3,3,0,4,3,1
BIJAYA KHARKA,2512,1105,1407,4,2,2,2,1,1,6,4,2,1,1,0,4,1,3,6,4,2,2,1,1,5,4,1
BUIPA,4406,2043,2363,27,14,13,23,15,8,38,26,12,9,5,4,14,8,6,9,3,6,1,1,0,11,5,6
CHHITAPOKHARI,1913,887,1026,26,16,10,11,6,5,4,3,1,1,1,0,5,4,1,1,0,1,3,1,2,1,0,1
CHHORAMBU,2312,1115,1197,17,8,9,4,1,3,3,1,2,1,1,0,9,6,3,3,3,0,3,2,1,1,0,1
CHIPRING,1080,502,578,9,4,5,4,4,0,5,5,0,0,0,0,4,4,0,0,0,0,1,1,0,0,0,0
CHISAPANI,4317,2078,2239,40,25,15,14,8,6,15,10,5,0,0,0,20,13,7,2,1,1,2,2,0,12,7,5
