VDC/MUNICIPALITY,NO_DISABILITY_BOTH_SEX,NO_DISABILITY_MALE,NO_DISABILITY_FEMALE,PHYSICAL_BOTH_SEX,PHYSICAL_MALE,PHYSICAL_FEMALE,BLINDNESS_LOW_VISION_BOTH_SEX,BLINDNESS_LOW_VISION_MALE,BLINDNESS_LOW_VISION_FEMALE,DEAF_HEARING_BOTH_SEX,DEAF_HEARING_MALE,DEAF_HEARING_FEMALE,DEAF_BLIND_BOTH_SEX,DEAF_BLIND_MALE,DEAF_BLIND_FEMALE,SPEECH_PROBLEM_BOTH_SEX,SPEECH_PROBLEM_MALE,SPEECH_PROBLEM_FEMALE,MENTAL_DISABILITY_BOTH_SEX,MENTAL_DISABILITY_MALE,MENTAL_DISABILITY_FEMALE,INTELLECTUAL_DISABILITY_BOTH_SEX,INTELLECTUAL_DISABILITY_MALE,INTELLECTUAL_DISABILITY_FEMALE,MULTIPLE_DISABILITY_BOTH_SEX,MULTIPLE_DISABILITY_MALE,MULTIPLE_DISABILITY_FEMALE
BAKU,4684,2297,2387,40,20,20,20,8,12,40,19,21,5,4,1,29,18,11,7,3,4,2,0,2,17,11,6
BASA,3195,1535,1660,24,17,7,11,6,5,10,9,1,4,2,2,10,4,6,2,1,1,0,0,0,0,0,0
BENI,1548,738,810,13,8,5,1,0,1,4,3,1,0,0,0,3,1,2,2,1,1,3,2,1,1,1,0
BHAKANJE,1263,612,651,14,11,3,9,4,5,3,2,1,0,0,0,3,2,1,1,0,1,1,1,0,0,0,0
BUNG,4445,2199,2246,26,18,8,13,10,3,8,5,3,2,1,1,5,1,4,5,4,1,8,4,4,8,5,3
CHAULAKHARKA,1918,930,988,47,28,19,20,5,15,15,7,8,3,1,2,5,1,4,1,0,1,2,2,0,1,0,1
CHAURIKHARKA,3628,1827,1801,27,19,8,10,5,5,17,11,6,6,3,3,12,5,7,2,1,1,2,0,2,5,1,4
CHHESKAM,3727,1788,1939,20,11,9,6,2,4,2,2,0,3,1,2,4,1,3,2,2,0,2,2,0,1,1,0
DEUSA,3990,1925,2065,36,21,15,9,5,4,37,19,18,3,1,2,21,14,7,9,4,5,0,0,0,25,13,12
GARMA,2025,968,1057,11,7,4,7,6,1,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0
GOLI,2180,1028,1152,27,15,12,6,2,4,2,1,1,0,0,0,5,2,3,0,0,0,1,1,0,7,3,4
GORAKHANI,1330,632,698,6,4,2,2,2,0,2,2,0,0,0,0,4,3,1,0,0,0,1,0,1,2,0,2
GUDEL,4159,2053,2106,35,16,19,3,1,2,18,8,10,1,1,0,18,9,9,5,0,5,0,0,0,5,3,2
JUBING,3245,1587,1658,39,21,18,16,6,10,26,16,10,3,1,2,13,6,7,6,3,3,1,0,1,3,2,1
JUBU,3660,1749,1911,31,17,14,14,8,6,27,12,15,3,2,1,35,19,16,4,2,2,3,2,1,14,8,6
KAKU,3595,1721,1874,57,36,21,14,9,5,48,31,17,1,1,0,17,9,8,10,4,6,10,6,4,38,17,21
KANGEL,2020,922,1098,14,9,5,3,1,2,3,1,2,1,0,1,11,6,5,0,0,0,0,0,0,0,0,0
KHUMJUNG,1873,894,979,5,2,3,5,4,1,3,1,2,1,1,0,20,9,11,4,1,3,0,0,0,1,1,0
KERUNG,3551,1572,1979,28,19,9,5,1,4,10,6,4,1,1,0,2,1,1,1,0,1,0,0,0,4,0,4
TAMAKHANI,1008,457,551,13,6,7,5,1,4,3,1,2,3,2,1,1,0,1,2,0,2,0,0,0,0,0,0
LOKHIM,3391,1668,1723,53,29,24,36,20,16,28,17,11,5,3,2,15,9,6,7,3,4,0,0,0,17,7,10
PAWAI,2493,1233,1260,37,19,18,11,3,8,33,16,17,0,0,0,18,9,9,7,4,3,0,0,0,18,10,8
MUKALI,2396,1118,1278,15,9,6,5,2,3,6,2,4,0,0,0,4,3,1,3,3,0,3,3,0,10,3,7
NAMCHE,1463,771,692,21,12,9,4,0,4,27,13,14,2,2,0,9,3,6,3,1,2,1,0,1,10,5,5
NECHA BATASE,3316,1564,1752,34,19,15,16,11,5,10,5,5,2,1,1,10,7,3,6,4,2,5,3,2,10,3,7
NECHA BEDGHARI,3648,1710,1938,27,18,9,13,7,6,15,7,8,1,0,1,17,7,10,5,1,4,2,2,0,3,1,2
NELE,2170,1039,1131,8,6,2,3,1,2,1,0,1,0,0,0,6,1,5,3,3,0,3,1,2,3,3,0
PANCHAN,1474,697,777,14,11,3,5,1,4,0,0,0,0,0,0,9,6,3,1,0,1,2,0,2,3,3,0
SALLERI,6479,3126,3353,41,22,19,22,14,8,14,7,7,1,0,1,18,8,10,5,1,4,4,2,2,6,3,3
SALYAN,4954,2337,2617,49,24,25,16,6,10,18,7,11,1,0,1,10,6,4,4,3,1,6,2,4,7,3,4
SOTANG,5706,2811,2895,55,29,26,10,4,6,22,12,10,4,2,2,17,8,9,11,5,6,4,2,2,5,4,1
TAKASINDU,2113,1033,1080,14,7,7,25,11,14,12,9,3,0,0,0,3,1,2,2,1,1,1,0,1,7,3,4
TAPTING,2011,924,1087,7,5,2,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,5,1,4
TINGLA,3875,1725,2150,21,15,6,3,2,1,3,1,2,0,0,0,11,8,3,3,1,2,1,1,0,7,3,4
INSTITUTIONAL,744,613,131,4,3,1,2,0,2,2,2,0,0,0,0,15,11,4,0,0,0,0,0,0,0,0,0
