VDC/MUNICIPALITY,NO_DISABILITY_BOTH_SEX,NO_DISABILITY_MALE,NO_DISABILITY_FEMALE,PHYSICAL_BOTH_SEX,PHYSICAL_MALE,PHYSICAL_FEMALE,BLINDNESS_LOW_VISION_BOTH_SEX,BLINDNESS_LOW_VISION_MALE,BLINDNESS_LOW_VISION_FEMALE,DEAF_HEARING_BOTH_SEX,DEAF_HEARING_MALE,DEAF_HEARING_FEMALE,DEAF_BLIND_BOTH_SEX,DEAF_BLIND_MALE,DEAF_BLIND_FEMALE,SPEECH_PROBLEM_BOTH_SEX,SPEECH_PROBLEM_MALE,SPEECH_PROBLEM_FEMALE,MENTAL_DISABILITY_BOTH_SEX,MENTAL_DISABILITY_MALE,MENTAL_DISABILITY_FEMALE,INTELLECTUAL_DISABILITY_BOTH_SEX,INTELLECTUAL_DISABILITY_MALE,INTELLECTUAL_DISABILITY_FEMALE,MULTIPLE_DISABILITY_BOTH_SEX,MULTIPLE_DISABILITY_MALE,MULTIPLE_DISABILITY_FEMALE
BADALPUR,6809,3373,3436,26,18,8,9,2,7,10,4,6,0,0,0,8,5,3,6,4,2,4,3,1,9,6,3
BAGANAHA,12791,6040,6751,103,73,30,42,21,21,38,16,22,1,0,1,32,18,14,15,10,5,3,1,2,23,9,14
BANIYABHAR,17153,8283,8870,156,89,67,141,68,73,118,62,56,13,6,7,35,25,10,23,14,9,12,7,5,31,17,14
BELAWA,15284,7281,8003,121,78,43,52,26,26,28,16,12,12,7,5,16,9,7,19,13,6,14,7,7,22,10,12
BHIMAPUR,9934,4787,5147,38,24,14,30,15,15,12,9,3,5,2,3,14,6,8,8,5,3,3,1,2,9,8,1
DAULATPUR,7444,3535,3909,27,16,11,20,8,12,13,5,8,4,3,1,5,2,3,4,3,1,0,0,0,7,3,4
DEUDAKALA,18875,8755,10120,135,76,59,52,35,17,51,27,24,11,5,6,38,22,16,27,17,10,6,5,1,26,10,16
DHADHAWAR,22379,10933,11446,188,110,78,112,53,59,71,32,39,18,8,10,45,25,20,23,11,12,17,6,11,29,17,12
DHODHARI,9975,4791,5184,29,14,15,19,9,10,17,7,10,1,0,1,6,2,4,6,2,4,5,2,3,1,0,1
GOLA,6626,3135,3491,65,40,25,39,16,23,31,11,20,0,0,0,17,11,6,9,5,4,10,5,5,17,11,6
GULARIYA MUNICIPALITY,54842,27466,27376,304,179,125,252,137,115,133,74,59,23,12,11,85,43,42,66,38,28,18,10,8,24,13,11
JAMUNI,11308,4942,6366,71,47,24,45,19,26,43,20,23,4,3,1,28,16,12,22,16,6,8,5,3,10,5,5
KALIKA,13283,6278,7005,75,41,34,75,35,40,44,24,20,3,1,2,31,17,14,19,10,9,4,1,3,19,9,10
KHAIRI CHANDANPUR,7028,3438,3590,30,17,13,15,9,6,10,6,4,1,1,0,14,8,6,7,3,4,3,1,2,7,6,1
MAGARAGADI,18512,8558,9954,136,75,61,113,54,59,57,27,30,6,2,4,61,38,23,17,10,7,9,3,6,22,13,9
MAHAMADPUR,10741,5349,5392,82,48,34,32,14,18,15,7,8,7,3,4,14,10,4,9,4,5,12,9,3,20,11,9
MANAU,6245,2952,3293,26,17,9,21,13,8,25,19,6,3,1,2,20,9,11,4,2,2,1,1,0,12,6,6
MANPUR MAINAPOKHAR,8605,4042,4563,42,24,18,30,14,16,19,9,10,2,1,1,11,7,4,6,4,2,7,5,2,12,4,8
MANPUR TAPARA,9225,4452,4773,58,29,29,28,14,14,31,13,18,0,0,0,22,13,9,13,8,5,6,2,4,12,7,5
MOTIPUR,20671,9699,10972,99,52,47,92,38,54,79,39,40,16,8,8,56,38,18,34,14,20,13,8,5,26,7,19
NAYA GAUN,5740,2756,2984,18,11,7,6,3,3,7,5,2,0,0,0,3,0,3,4,2,2,1,0,1,4,0,4
NEULAPUR,14377,6793,7584,145,75,70,89,41,48,91,43,48,4,1,3,24,12,12,30,18,12,10,8,2,20,13,7
PADANAHA,8324,4024,4300,48,34,14,70,34,36,20,8,12,2,1,1,14,7,7,17,7,10,3,2,1,17,10,7
PASUPATINAGAR,6761,3137,3624,56,28,28,58,25,33,27,13,14,1,0,1,17,11,6,5,2,3,2,1,1,18,10,8
PATABHAR,14634,6893,7741,36,19,17,18,8,10,25,12,13,3,2,1,19,12,7,12,5,7,0,0,0,8,2,6
RAJAPUR,12622,6169,6453,49,26,23,44,21,23,29,19,10,5,3,2,16,7,9,18,13,5,4,3,1,15,9,6
SANOSHREE,17593,7909,9684,133,77,56,67,27,40,84,43,41,3,2,1,51,23,28,27,13,14,2,1,1,40,20,20
SIVAPUR,7494,3457,4037,70,36,34,34,19,15,36,20,16,6,4,2,31,19,12,8,5,3,1,0,1,26,18,8
SORHAWA,13741,6526,7215,109,58,51,52,26,26,50,27,23,6,4,2,34,22,12,7,6,1,21,14,7,22,14,8
SURYAPATAWA,9642,4624,5018,60,36,24,148,54,94,38,15,23,2,1,1,19,5,14,13,8,5,12,5,7,13,5,8
TARATAL,8180,3688,4492,86,53,33,44,18,26,39,19,20,9,5,4,29,10,19,20,5,15,4,1,3,20,9,11
THAKUDWARA,8620,3904,4716,74,43,31,21,11,10,16,9,7,3,2,1,24,16,8,5,2,3,0,0,0,9,7,2
INSTITUTIONAL,2921,2734,187,3,1,2,1,1,0,30,18,12,0,0,0,0,0,0,1,0,1,9,6,3,0,0,0
