VDC/MUNICIPALITY,BEGINNER_BOTH_SEX,BEGINNER_MALE,BEGINNER_FEMALE,PRIMARY_1_5_BOTH_SEX,PRIMARY_1_5_MALE,PRIMARY_1_5_FEMALE,LOWER_SECONDARY_6_8_BOTH_SEX,LOWER_SECONDARY_6_8_MALE,LOWER_SECONDARY_6_8_FEMALE,SECONDARY_9_10_BOTH_SEX,SECONDARY_9_10_MALE,SECONDARY_9_10_FEMALE,SLC_AND_EQUIVALENT_BOTH_SEX,SLC_AND_EQUIVALENT_MALE,SLC_AND_EQUIVALENT_FEMALE,INTERMEDIATE_BOTH_SEX,INTERMEDIATE_MALE,INTERMEDIATE_FEMALE,GRADUATE_BOTH_SEX,GRADUATE_MALE,GRADUATE_FEMALE,POST_GRADUATE_AND_ABOVE_BOTH_SEX,POST_GRADUATE_AND_ABOVE_MALE,POST_GRADUATE_AND_ABOVE_FEMALE,OTHERS_BOTH_SEX,OTHERS_MALE,OTHERS_FEMALE,NON_FORMAL_BOTH_SEX,NON_FORMAL_MALE,NON_FORMAL_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE
ANKHIBHUI,145,79,66,2051,1049,1002,1107,519,588,524,274,250,426,230,196,111,71,40,35,29,6,9,6,3,9,5,4,176,99,77,17,7,10
BAHRABISE,71,42,29,1022,527,495,309,157,152,109,69,40,72,40,32,28,18,10,1,1,0,2,2,0,1,1,0,181,97,84,11,3,8
BALA,22,15,7,932,482,450,361,177,184,243,116,127,143,68,75,46,25,21,12,8,4,2,2,0,1,0,1,71,28,43,32,19,13
BANA,45,26,19,1700,861,839,692,350,342,308,181,127,288,155,133,106,67,39,39,30,9,8,5,3,0,0,0,181,95,86,13,7,6
BANESWOR,109,55,54,1393,681,712,504,264,240,222,135,87,168,98,70,62,42,20,18,12,6,4,3,1,0,0,0,182,72,110,4,1,3
CHAINPUR,117,64,53,1572,779,793,754,381,373,539,286,253,500,265,235,268,167,101,108,75,33,31,28,3,4,2,2,62,30,32,6,5,1
CHEPUWA,13,8,5,434,213,221,129,73,56,116,78,38,57,40,17,26,19,7,12,10,2,0,0,0,11,11,0,24,10,14,7,2,5
DHUPU,61,40,21,1295,638,657,623,278,345,249,152,97,237,135,102,72,47,25,24,20,4,5,5,0,1,1,0,283,143,140,30,16,14
DIDING,47,31,16,1034,554,480,459,234,225,195,103,92,89,44,45,52,38,14,9,5,4,2,2,0,0,0,0,143,64,79,3,1,2
HATIYA,146,72,74,820,442,378,194,123,71,98,76,22,87,56,31,30,23,7,9,8,1,1,1,0,2,2,0,83,46,37,6,3,3
JALJALA,140,75,65,1819,889,930,811,416,395,316,159,157,232,126,106,62,36,26,18,14,4,4,3,1,1,0,1,283,166,117,5,5,0
KEEMATHNKA,8,4,4,92,51,41,15,15,0,12,7,5,7,7,0,7,7,0,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0
KHANDBARI MUNICIPALITY,839,455,384,6841,3489,3352,3658,1760,1898,2166,1137,1029,2188,1203,985,1036,632,404,374,253,121,133,115,18,12,6,6,788,374,414,119,60,59
KHARANG,113,58,55,1725,813,912,777,361,416,377,203,174,271,152,119,125,70,55,33,28,5,3,3,0,7,1,6,312,152,160,26,9,17
MADI MULKHARKA,159,91,68,1837,922,915,967,442,525,417,207,210,285,158,127,108,68,40,33,23,10,10,8,2,5,2,3,30,18,12,7,1,6
MADI RAMBENI,127,67,60,1464,713,751,773,389,384,360,180,180,385,202,183,155,93,62,50,41,9,22,20,2,1,0,1,271,132,139,16,4,12
MAKALU,37,19,18,1339,773,566,275,167,108,67,36,31,70,51,19,25,20,5,5,4,1,5,5,0,2,1,1,144,97,47,2,2,0
MAMLING,49,24,25,1145,574,571,630,310,320,313,173,140,211,126,85,87,52,35,18,16,2,12,11,1,2,2,0,99,39,60,5,3,2
MANGTEWA,4,1,3,573,312,261,309,166,143,289,167,122,40,18,22,27,19,8,2,2,0,0,0,0,2,2,0,73,36,37,10,6,4
MATSYA POKHARI,134,61,73,1280,629,651,537,270,267,211,115,96,204,127,77,54,34,20,14,10,4,7,5,2,2,2,0,255,153,102,7,3,4
MAWADIN,99,47,52,1029,540,489,547,264,283,151,80,71,132,66,66,42,25,17,18,15,3,3,2,1,3,0,3,5,2,3,4,2,2
NUM,82,47,35,1077,594,483,455,258,197,152,84,68,133,81,52,46,30,16,13,9,4,2,2,0,2,2,0,141,90,51,3,2,1
NUNDHAKI,39,20,19,809,409,400,318,151,167,133,67,66,92,58,34,51,28,23,8,4,4,0,0,0,0,0,0,95,51,44,6,2,4
PATHIBHARA,60,28,32,942,500,442,367,190,177,131,85,46,157,100,57,55,43,12,20,17,3,2,2,0,2,2,0,132,89,43,15,6,9
PAWAKHOLA,59,25,34,927,502,425,207,141,66,52,34,18,39,23,16,12,11,1,3,3,0,2,1,1,1,1,0,98,59,39,11,6,5
SABHA POKHARI,88,55,33,1094,567,527,326,141,185,120,60,60,79,42,37,25,15,10,11,8,3,3,3,0,0,0,0,148,96,52,1,0,1
SIDDHAKALI,122,61,61,1636,865,771,763,383,380,322,159,163,272,145,127,94,50,44,23,19,4,4,4,0,1,0,1,235,109,126,6,3,3
SIDDHAPOKHARI,75,44,31,1243,670,573,570,280,290,219,118,101,181,96,85,66,39,27,17,15,2,4,3,1,4,0,4,209,92,117,4,0,4
SISUWAKHOLA,65,28,37,1065,585,480,247,122,125,132,72,60,42,27,15,22,17,5,2,2,0,0,0,0,0,0,0,173,77,96,0,0,0
SITALPATI,74,31,43,1157,587,570,766,376,390,445,212,233,318,176,142,112,54,58,49,34,15,6,5,1,1,1,0,258,131,127,16,7,9
SYABUN,173,92,81,2118,1050,1068,849,410,439,366,195,171,263,147,116,78,41,37,37,27,10,6,4,2,2,1,1,223,128,95,20,13,7
TAMAFOK,229,127,102,2165,1072,1093,1070,494,576,508,264,244,357,188,169,160,88,72,48,37,11,5,5,0,3,1,2,223,129,94,11,4,7
TAMKU,3,1,2,1003,561,442,408,202,206,177,96,81,186,98,88,25,21,4,21,12,9,3,3,0,0,0,0,67,45,22,7,3,4
YAFU,0,0,0,848,444,404,376,185,191,136,82,54,73,43,30,19,13,6,2,2,0,1,1,0,0,0,0,3,1,2,2,1,1
INSTITUTIONAL,0,0,0,46,43,3,112,111,1,74,71,3,226,224,2,42,42,0,14,14,0,0,0,0,1,1,0,0,0,0,0,0,0
