VDC/MUNICIPALITY,NO_DISABILITY_BOTH_SEX,NO_DISABILITY_MALE,NO_DISABILITY_FEMALE,PHYSICAL_BOTH_SEX,PHYSICAL_MALE,PHYSICAL_FEMALE,BLINDNESS_LOW_VISION_BOTH_SEX,BLINDNESS_LOW_VISION_MALE,BLINDNESS_LOW_VISION_FEMALE,DEAF_HEARING_BOTH_SEX,DEAF_HEARING_MALE,DEAF_HEARING_FEMALE,DEAF_BLIND_BOTH_SEX,DEAF_BLIND_MALE,DEAF_BLIND_FEMALE,SPEECH_PROBLEM_BOTH_SEX,SPEECH_PROBLEM_MALE,SPEECH_PROBLEM_FEMALE,MENTAL_DISABILITY_BOTH_SEX,MENTAL_DISABILITY_MALE,MENTAL_DISABILITY_FEMALE,INTELLECTUAL_DISABILITY_BOTH_SEX,INTELLECTUAL_DISABILITY_MALE,INTELLECTUAL_DISABILITY_FEMALE,MULTIPLE_DISABILITY_BOTH_SEX,MULTIPLE_DISABILITY_MALE,MULTIPLE_DISABILITY_FEMALE
BAISI BICHAWA,13849,6598,7251,157,98,59,122,57,65,58,30,28,9,4,5,34,18,16,20,11,9,9,5,4,43,21,22
BELDANDI,17297,8084,9213,113,62,51,38,21,17,42,24,18,3,1,2,31,19,12,17,9,8,9,3,6,20,13,7
CHANDANI,19201,8969,10232,138,63,75,68,32,36,51,21,30,6,3,3,47,25,22,12,7,5,1,0,1,26,14,12
DAIJEE,26898,12669,14229,193,108,85,131,62,69,83,49,34,23,11,12,75,42,33,18,7,11,11,7,4,49,30,19
DEKHATBHULI,18176,8834,9342,168,101,67,93,45,48,45,26,19,9,3,6,42,24,18,14,7,7,2,2,0,29,14,15
DODHARA,19183,8737,10446,160,84,76,101,39,62,94,54,40,9,0,9,62,30,32,20,12,8,11,7,4,63,33,30
JHALARI,23664,11061,12603,270,140,130,132,58,74,117,51,66,10,7,3,52,35,17,52,25,27,10,7,3,40,23,17
KALIKA,15007,7041,7966,184,101,83,82,43,39,43,29,14,4,3,1,33,17,16,20,12,8,10,6,4,18,10,8
KRISHNAPUR,35956,17147,18809,266,150,116,168,86,82,104,51,53,13,9,4,91,53,38,34,19,15,9,5,4,65,32,33
LAXMIPUR,13400,6291,7109,105,58,47,73,38,35,63,30,33,15,9,6,19,8,11,21,12,9,4,1,3,27,14,13
BHIMDATTA MUNICIPALITY,103238,50322,52916,529,323,206,281,137,144,153,84,69,26,9,17,134,73,61,122,69,53,15,11,4,101,59,42
PARASAN,13802,6332,7470,268,138,130,139,62,77,93,45,48,15,6,9,43,23,20,23,15,8,12,3,9,32,18,14
PIPALADI,17264,7970,9294,167,93,74,62,30,32,85,48,37,3,2,1,40,21,19,20,11,9,13,9,4,25,13,12
RAIKAWAR BICHAWA,16530,7839,8691,75,43,32,66,29,37,45,25,20,15,7,8,37,18,19,13,6,7,5,2,3,35,19,16
RAMPUR BILASIPUR,18094,8594,9500,119,78,41,81,42,39,30,17,13,1,0,1,50,19,31,15,5,10,12,5,7,28,13,15
RAUTELI BICHAWA,4305,1979,2326,17,10,7,28,5,23,14,2,12,0,0,0,7,3,4,6,4,2,0,0,0,2,1,1
SANKARPUR,7060,3448,3612,84,48,36,47,22,25,29,14,15,2,1,1,24,12,12,2,1,1,0,0,0,3,3,0
SREEPUR,20998,10006,10992,158,92,66,77,42,35,56,30,26,8,4,4,43,25,18,26,13,13,5,3,2,16,8,8
SUDA,21621,10307,11314,173,95,78,61,32,29,31,14,17,8,4,4,43,22,21,32,16,16,6,6,0,23,11,12
TRIBHUWANBASTI,13913,6347,7566,88,49,39,28,12,16,48,25,23,2,0,2,42,27,15,16,6,10,8,5,3,23,11,12
INSTITUTIONAL,2720,2637,83,6,5,1,12,10,2,1,1,0,0,0,0,1,1,0,3,3,0,0,0,0,2,2,0
