VDC/MUNICIPALITY,NO_DISABILITY_BOTH_SEX,NO_DISABILITY_MALE,NO_DISABILITY_FEMALE,PHYSICAL_BOTH_SEX,PHYSICAL_MALE,PHYSICAL_FEMALE,BLINDNESS_LOW_VISION_BOTH_SEX,BLINDNESS_LOW_VISION_MALE,BLINDNESS_LOW_VISION_FEMALE,DEAF_HEARING_BOTH_SEX,DEAF_HEARING_MALE,DEAF_HEARING_FEMALE,DEAF_BLIND_BOTH_SEX,DEAF_BLIND_MALE,DEAF_BLIND_FEMALE,SPEECH_PROBLEM_BOTH_SEX,SPEECH_PROBLEM_MALE,SPEECH_PROBLEM_FEMALE,MENTAL_DISABILITY_BOTH_SEX,MENTAL_DISABILITY_MALE,MENTAL_DISABILITY_FEMALE,INTELLECTUAL_DISABILITY_BOTH_SEX,INTELLECTUAL_DISABILITY_MALE,INTELLECTUAL_DISABILITY_FEMALE,MULTIPLE_DISABILITY_BOTH_SEX,MULTIPLE_DISABILITY_MALE,MULTIPLE_DISABILITY_FEMALE
BANJH,4818,2253,2565,38,21,17,35,19,16,30,14,16,4,1,3,5,5,0,2,1,1,2,2,0,10,8,2
BHAIRABANATH,4863,2285,2578,93,45,48,16,3,13,27,17,10,5,2,3,16,10,6,8,4,4,3,1,2,6,2,4
BHAMCHAUR,4709,2295,2414,75,41,34,50,23,27,69,39,30,0,0,0,15,9,6,6,4,2,0,0,0,7,1,6
BHATEKHOLA,3547,1642,1905,6,2,4,7,4,3,10,5,5,0,0,0,2,2,0,5,2,3,0,0,0,0,0,0
BYASI,4092,1946,2146,52,30,22,39,15,24,36,13,23,7,2,5,4,1,3,1,0,1,2,2,0,3,2,1
CHAINPUR,6550,3319,3231,33,17,16,17,7,10,22,10,12,5,4,1,4,3,1,2,1,1,5,4,1,4,4,0
CHAUDHARI,3319,1474,1845,32,19,13,19,11,8,10,5,5,3,1,2,10,7,3,7,5,2,3,1,2,3,1,2
DAHABAGAR,6012,2955,3057,41,26,15,16,9,7,15,10,5,5,2,3,21,13,8,3,1,2,2,1,1,2,1,1
DANGAJI,4140,1975,2165,52,28,24,41,15,26,25,7,18,2,2,0,13,7,6,9,3,6,3,2,1,5,5,0
DATOLA,3043,1469,1574,38,23,15,18,10,8,23,13,10,2,1,1,3,1,2,15,8,7,3,3,0,11,4,7
